time(s),time(year),Sn,Temperature(K),FlowCO2(mole/s),MassCO2(mole),FlowH2O(mole/s),MassH2O(mole),HeatProductionRate(MW),Energy(MJ),InjectionCO2(mole),OverPressure(MPa),CPUtime,Sn_inj,T_inj,OPw_inj,OPnw_inj,S_CO2,FlowCO2_inj,MassCO2_inj,FlowH2O_inj,MassH2O_inj
10,3.17098e-07,0,463.372,0,0,-0.344522,-3.44522,-0.00444895,-0.0444895,0,0.000571247,1.73775,0,492.517,0.0173627,0.0173627,0,0,0,0,0,
25,7.92745e-07,0,463.372,0,0,-0.29943,-7.93668,-0.00386666,-0.102489,0,0.000952784,3.68696,0,492.517,0.0375257,0.0375257,0,0,0,0,0,
47.5,1.50622e-06,0,463.372,0,0,-0.250913,-13.5822,-0.00324013,-0.175392,0,0.00092863,5.65213,0,492.517,0.0589473,0.0589473,0,0,0,0,0,
60,1.90259e-06,0,463.372,0,0,-0.228579,-16.4395,-0.00295173,-0.212289,0,0.000792079,7.16662,0,492.517,0.0687502,0.0687502,0,0,0,0,0,
95.625,3.03225e-06,0,463.372,0,0,-0.186621,-23.0878,-0.00240991,-0.298142,0,7.59941e-05,9.13451,0,492.517,0.0866616,0.0866616,0,0,0,0,0,
149.062,4.72674e-06,0,463.372,0,0,-0.148487,-31.0226,-0.00191747,-0.400607,0,-0.000978967,11.1233,0,492.517,0.10235,0.10235,0,0,0,0,0,
229.219,7.26848e-06,0,463.372,0,0,-0.11647,-40.3584,-0.00150402,-0.521163,0,-0.00209735,13.1775,0,492.516,0.11502,0.11502,0,0,0,0,0,
349.453,1.10811e-05,0,463.372,0,0,-0.0916677,-51.38,-0.00118374,-0.66349,0,-0.0030071,15.3042,0,492.516,0.12465,0.12465,0,0,0,0,0,
529.805,1.68e-05,0,463.372,0,0,-0.074579,-64.8305,-0.000963068,-0.837181,0,-0.00356524,17.5059,0,492.514,0.131749,0.131749,0,0,0,0,0,
600,1.90259e-05,0,463.372,0,0,-0.069941,-69.74,-0.000903176,-0.900579,0,-0.0037,19.1635,0,492.514,0.133836,0.133836,0,0,0,0,0,
885.557,2.80808e-05,0,463.372,0,0,-0.0645495,-88.1725,-0.000833553,-1.13861,0,-0.00376454,21.2773,0,492.512,0.138427,0.138427,0,0,0,0,0,
1313.89,4.16632e-05,0,463.372,0,0,-0.0676328,-117.142,-0.00087337,-1.5127,0,-0.00355017,23.475,0,492.509,0.142464,0.142464,0,0,0,0,0,
1800,5.70776e-05,0,463.372,0,0,-0.0758123,-153.995,-0.000978996,-1.9886,0,-0.00321449,25.7601,0,492.505,0.145487,0.145487,0,0,0,0,0,
2529.16,8.01992e-05,0,463.372,0,0,-0.0885881,-218.59,-0.00114398,-2.82274,0,-0.00273102,28.0333,0,492.5,0.148325,0.148325,0,0,0,0,0,
