time(s),time(year),Sn,Temperature(K),FlowCO2(mole/s),MassCO2(mole),FlowH2O(mole/s),MassH2O(mole),HeatProductionRate(MW),Energy(MJ),InjectionCO2(mole),OverPressure(MPa),CPUtime,Sn_inj,T_inj,OPw_inj,OPnw_inj,S_CO2,FlowCO2_inj,MassCO2_inj,FlowH2O_inj,MassH2O_inj
10,3.17098e-07,0,463.845,0,0,0.661608,6.61608,0.00786817,0.0786817,0,0.00561433,1.7601,0,483.713,0.118312,0.118312,0,0,0,0,0,
25,7.92745e-07,0,463.854,0,0,0.680577,16.8247,0.00809422,0.200095,0,0.00590053,3.71839,0,471.982,0.122896,0.122896,0,0,0,0,0,
47.5,1.50622e-06,0,463.868,0,0,0.696818,32.5031,0.00828811,0.386578,0,0.0061417,5.67214,0,457.271,0.127613,0.127613,0,0,0,0,0,
60,1.90259e-06,0,463.876,0,0,0.703681,41.2992,0.00837015,0.491204,0,0.00624308,7.25656,0,449.882,0.12989,0.12989,0,0,0,0,0,
95.625,3.03225e-06,0,463.897,0,0,0.715859,66.8016,0.00851618,0.794593,0,0.00642272,9.30024,0,432.985,0.134299,0.134299,0,0,0,0,0,
149.062,4.72674e-06,0,463.93,0,0,0.72757,105.681,0.00865728,1.25722,0,0.00659633,11.331,0,413.979,0.138992,0.138992,0,0,0,0,0,
229.219,7.26848e-06,0,463.977,0,0,0.739458,164.953,0.00880136,1.9627,0,0.00677353,13.3982,0,394.178,0.143806,0.143806,0,0,0,0,0,
349.453,1.10811e-05,0,464.044,0,0,0.752291,255.405,0.00895793,3.03975,0,0.006965,15.4749,0,375.392,0.148607,0.148607,0,0,0,0,0,
529.805,1.68e-05,0,464.138,0,0,0.766835,393.704,0.00913653,4.68754,0,0.00718082,17.6128,0,359.513,0.153211,0.153211,0,0,0,0,0,
600,1.90259e-05,0,464.173,0,0,0.771984,447.894,0.00919994,5.33333,0,0.007257,19.2471,0,354.693,0.154741,0.154741,0,0,0,0,0,
885.557,2.80808e-05,0,464.299,0,0,0.788452,673.042,0.00940371,8.01862,0,0.00749849,21.3989,0,345.282,0.158456,0.158456,0,0,0,0,0,
1313.89,4.16632e-05,0,464.453,0,0,0.807448,1018.9,0.00963972,12.1477,0,0.00777503,23.6378,0,340.014,0.161662,0.161662,0,0,0,0,0,
1800,5.70776e-05,0,464.591,0,0,0.824334,1419.62,0.00984987,16.9358,0,0.00802036,25.8286,0,338.27,0.163795,0.163795,0,0,0,0,0,
2529.16,8.01992e-05,0,464.733,0,0,0.84313,2034.39,0.0100835,24.2883,0,0.00829501,28.07,0,338.331,0.1655,0.1655,0,0,0,0,0,
3600,0.000114155,0,464.858,0,0,0.862438,2957.93,0.0103226,35.3422,0,0.00858148,30.4172,0,339.298,0.166706,0.166706,0,0,0,0,0,
5206.26,0.000165089,0,464.955,0,0,0.881419,4373.71,0.0105562,52.2982,0,0.00886926,32.8519,0,340.372,0.167488,0.167488,0,0,0,0,0,
7615.64,0.00024149,0,465.02,0,0,0.899106,6540,0.0107725,78.2533,0,0.0091435,35.2902,0,341.177,0.16798,0.16798,0,0,0,0,0,
11229.7,0.000356092,0,465.06,0,0,0.915018,9846.95,0.0109659,117.885,0,0.00939481,37.1899,0,341.727,0.168325,0.168325,0,0,0,0,0,
16952,0.000537545,0,465.085,0,0,0.929586,15166.3,0.0111423,181.644,0,0.00962768,39.2193,0,342.136,0.168599,0.168599,0,0,0,0,0,
26012.3,0.000824844,0,465.102,0,0,0.942532,23705.9,0.0112987,284.013,0,0.00983575,41.2398,0,342.435,0.168808,0.168808,0,0,0,0,0,
40357.7,0.00127974,0,465.116,0,0,0.953377,37382.5,0.0114296,447.977,0,0.0100103,43.2317,0,342.637,0.168955,0.168955,0,0,0,0,0,
43200,0.00136986,0,465.118,0,0,0.955227,40097.5,0.011452,480.526,0,0.01004,45.1835,0,342.669,0.168979,0.168979,0,0,0,0,0,
65913.6,0.00209011,0,465.127,0,0,0.962205,61952.7,0.0115363,742.558,0,0.0101522,47.2289,0,342.764,0.16906,0.16906,0,0,0,0,0,
86400,0.00273973,0,465.132,0,0,0.965407,81730.4,0.011575,979.688,0,0.0102036,49.1935,0,342.797,0.169096,0.169096,0,0,0,0,0,
122363,0.00388011,0,465.136,0,0,0.967455,116523,0.0115999,1396.86,0,0.0102362,51.2043,0,342.8,0.169122,0.169122,0,0,0,0,0,
179305,0.00568573,0,465.139,0,0,0.96816,171652,0.0116086,2057.87,0,0.010247,53.225,0,342.77,0.169139,0.169139,0,0,0,0,0,
269463,0.00854462,0,465.143,0,0,0.967995,258924,0.0116069,3104.32,0,0.0102435,55.3031,0,342.705,0.169153,0.169153,0,0,0,0,0,
412213,0.0130712,0,465.148,0,0,0.96729,397005,0.0115988,4760.05,0,0.0102308,57.3764,0,342.597,0.169172,0.169172,0,0,0,0,0,
638234,0.0202383,0,465.156,0,0,0.966078,615359,0.0115849,7378.48,0,0.0102092,59.5325,0,342.425,0.1692,0.1692,0,0,0,0,0,
864000,0.0273973,0,465.165,0,0,0.964866,833193,0.0115709,9990.81,0,0.0101876,61.6007,0,342.254,0.169228,0.169228,0,0,0,0,0,
1.22187e+06,0.0387451,0,465.177,0,0,0.962962,1.1778e+06,0.0115491,14123.8,0,0.0101537,63.797,0,341.986,0.169271,0.169271,0,0,0,0,0,
1.78849e+06,0.0567126,0,465.197,0,0,0.959996,1.72176e+06,0.0115149,20648.4,0,0.0101009,65.9026,0,341.569,0.16934,0.16934,0,0,0,0,0,
2.592e+06,0.0821918,0,465.224,0,0,0.955884,2.48982e+06,0.0114676,29862.7,0,0.0100278,67.9662,0,340.992,0.169434,0.169434,0,0,0,0,0,
3.86423e+06,0.122534,0,465.265,0,0,0.949596,3.69792e+06,0.0113951,44359.9,0,0.00991613,70.072,0,340.111,0.169578,0.169578,0,0,0,0,0,
5.87859e+06,0.186409,0,465.326,0,0,0.940141,5.59171e+06,0.0112859,67093.8,0,0.00974849,72.2506,0,338.796,0.169795,0.169795,0,0,0,0,0,
7.776e+06,0.246575,0,465.379,0,0,0.93164,7.35941e+06,0.0111876,88321.3,0,0.00959799,74.5197,0,337.62,0.169989,0.169989,0,0,0,0,0,
1.09654e+07,0.347711,0,465.461,0,0,0.918365,1.02884e+07,0.0110339,123513,0,0.0093635,77.1587,0,335.813,0.170292,0.170292,0,0,0,0,0,
1.5552e+07,0.493151,0,465.564,0,0,0.901022,1.44211e+07,0.0108325,173197,0,0.00905795,79.9571,0,333.517,0.170687,0.170687,0,0,0,0,0,
