time(s),time(year),Sn,Temperature(K),FlowCO2(mole/s),MassCO2(mole),FlowH2O(mole/s),MassH2O(mole),HeatProductionRate(MW),Energy(MJ),InjectionCO2(mole),OverPressure(MPa),CPUtime,Sn_inj,T_inj,OPw_inj,OPnw_inj,S_CO2,FlowCO2_inj,MassCO2_inj,FlowH2O_inj,MassH2O_inj
10,3.17098e-07,0,463.843,0,0,0.464068,4.64068,0.00551886,0.0551886,0,0.00237241,1.64321,0,482.606,0.108875,0.108875,0,0,0,0,0,
25,7.92745e-07,0,463.849,0,0,0.491509,12.0133,0.00584544,0.14287,0,0.00279698,3.48517,0,469.269,0.112237,0.112237,0,0,0,0,0,
47.5,1.50622e-06,0,463.86,0,0,0.521262,23.7417,0.00619969,0.282363,0,0.00325958,5.33906,0,452.425,0.115927,0.115927,0,0,0,0,0,
60,1.90259e-06,0,463.866,0,0,0.53554,30.436,0.00636975,0.361985,0,0.0034826,7.25785,0,443.959,0.117819,0.117819,0,0,0,0,0,
93.75,2.97279e-06,0,463.882,0,0,0.565353,49.5166,0.00672504,0.588955,0,0.00395271,9.2009,0,425.517,0.121491,0.121491,0,0,0,0,0,
144.375,4.5781e-06,0,463.907,0,0,0.599544,79.8685,0.0071329,0.950058,0,0.00449659,11.1454,0,404.878,0.125871,0.125871,0,0,0,0,0,
220.312,6.98606e-06,0,463.946,0,0,0.638023,128.318,0.00759258,1.52662,0,0.00511208,13.1206,0,383.793,0.130912,0.130912,0,0,0,0,0,
334.219,1.0598e-05,0,464.005,0,0,0.680336,205.813,0.00809915,2.44916,0,0.00578976,15.0648,0,364.507,0.13648,0.13648,0,0,0,0,0,
505.078,1.60159e-05,0,464.092,0,0,0.725822,329.826,0.0086454,3.92631,0,0.00651579,17.0426,0,349.048,0.142178,0.142178,0,0,0,0,0,
600,1.90259e-05,0,464.14,0,0,0.747185,400.751,0.00890254,4.77136,0,0.00685564,18.9461,0,343.124,0.144756,0.144756,0,0,0,0,0,
856.289,2.71527e-05,0,464.26,0,0,0.789332,603.048,0.00941187,7.18352,0,0.0075209,20.9514,0,335.744,0.149029,0.149029,0,0,0,0,0,
1240.72,3.93431e-05,0,464.418,0,0,0.834292,923.778,0.00995795,11.0117,0,0.0082234,22.9474,0,331.806,0.152578,0.152578,0,0,0,0,0,
1800,5.70776e-05,0,464.604,0,0,0.879915,1415.89,0.0105149,16.8924,0,0.00892947,24.9881,0,330.513,0.155049,0.155049,0,0,0,0,0,
2638.92,8.36795e-05,0,464.801,0,0,0.92635,2193.02,0.0110836,26.1906,0,0.00964462,27.0063,0,330.583,0.156541,0.156541,0,0,0,0,0,
3600,0.000114155,0,464.95,0,0,0.964228,3119.73,0.0115476,37.2888,0,0.0102296,29.0607,0,330.946,0.15724,0.15724,0,0,0,0,0,
5041.63,0.000159869,0,465.075,0,0,1.00404,4567.18,0.0120339,54.6372,0,0.0108511,31.1834,0,331.308,0.157685,0.157685,0,0,0,0,0,
7204.06,0.000228439,0,465.167,0,0,1.04616,6829.43,0.012546,81.7672,0,0.011518,32.8423,0,331.628,0.158073,0.158073,0,0,0,0,0,
10627.9,0.000337009,0,465.237,0,0,1.0933,10572.7,0.0131172,126.679,0,0.0122727,34.5577,0,331.983,0.158535,0.158535,0,0,0,0,0,
16049,0.000508912,0,465.297,0,0,1.14503,16780.1,0.013743,201.181,0,0.0131048,36.2704,0,332.415,0.159099,0.159099,0,0,0,0,0,
