time(s),time(year),Sn,Temperature(K),FlowCO2(mole/s),MassCO2(mole),FlowH2O(mole/s),MassH2O(mole),HeatProductionRate(MW),Energy(MJ),InjectionCO2(mole),OverPressure(MPa),CPUtime,Sn_inj,T_inj,OPw_inj,OPnw_inj,S_CO2,FlowCO2_inj,MassCO2_inj,FlowH2O_inj,MassH2O_inj
10,3.17098e-07,0,463.372,0,0,-0.344522,-3.44522,-0.00444895,-0.0444895,0,0.000597858,1.69986,0,492.517,0.0168211,0.0168211,0,0,0,0,0,
25,7.92745e-07,0,463.372,0,0,-0.29943,-7.93668,-0.00386666,-0.102489,0,0.00104584,3.59694,0,492.517,0.0363346,0.0363346,0,0,0,0,0,
47.5,1.50622e-06,0,463.372,0,0,-0.250913,-13.5822,-0.00324013,-0.175392,0,0.0011335,5.518,0,492.517,0.0570509,0.0570509,0,0,0,0,0,
60,1.90259e-06,0,463.372,0,0,-0.228579,-16.4395,-0.00295173,-0.212289,0,0.00105839,7.40095,0,492.517,0.0665326,0.0665326,0,0,0,0,0,
93.75,2.97279e-06,0,463.372,0,0,-0.188166,-22.7901,-0.00242986,-0.294297,0,0.000522591,9.3232,0,492.517,0.0832669,0.0832669,0,0,0,0,0,
144.375,4.5781e-06,0,463.372,0,0,-0.150806,-30.4246,-0.00194742,-0.392885,0,-0.000332701,11.292,0,492.517,0.0982611,0.0982611,0,0,0,0,0,
220.312,6.98606e-06,0,463.372,0,0,-0.118904,-39.4539,-0.00153545,-0.509483,0,-0.00126059,13.277,0,492.516,0.110671,0.110671,0,0,0,0,0,
334.219,1.0598e-05,0,463.372,0,0,-0.0937082,-50.1279,-0.00121009,-0.64732,0,-0.00198276,15.2575,0,492.516,0.12032,0.12032,0,0,0,0,0,
505.078,1.60159e-05,0,463.372,0,0,-0.0756868,-63.0596,-0.000977373,-0.814314,0,-0.00232332,17.2777,0,492.514,0.127541,0.127541,0,0,0,0,0,
600,1.90259e-05,0,463.372,0,0,-0.0692529,-69.6333,-0.00089429,-0.899201,0,-0.00237389,19.2278,0,492.514,0.130334,0.130334,0,0,0,0,0,
856.289,2.71527e-05,0,463.372,0,0,-0.0628557,-85.7425,-0.000811681,-1.10723,0,-0.00214317,21.6346,0,492.512,0.134577,0.134577,0,0,0,0,0,
1240.72,3.93431e-05,0,463.372,0,0,-0.0628921,-109.92,-0.000812151,-1.41944,0,-0.00157968,23.7393,0,492.509,0.138362,0.138362,0,0,0,0,0,
1800,5.70776e-05,0,463.372,0,0,-0.0693135,-148.686,-0.000895073,-1.92004,0,-0.000739027,25.8455,0,492.505,0.141717,0.141717,0,0,0,0,0,
