time(s),time(year),Sn,Temperature(K),FlowCO2(mole/s),MassCO2(mole),FlowH2O(mole/s),MassH2O(mole),HeatProductionRate(MW),Energy(MJ),InjectionCO2(mole),OverPressure(MPa),CPUtime,Sn_inj,T_inj,OPw_inj,OPnw_inj,S_CO2,FlowCO2_inj,MassCO2_inj,FlowH2O_inj,MassH2O_inj
10,3.17098e-07,0,463.372,0,0,-0.344522,-3.44522,-0.00444895,-0.0444895,0,0.000584912,1.77443,0,492.517,0.0172638,0.0172638,0,0,0,0,0,
25,7.92745e-07,0,463.372,0,0,-0.29943,-7.93668,-0.00386666,-0.102489,0,0.00100276,3.78914,0,492.517,0.0373388,0.0373388,0,0,0,0,0,
47.5,1.50622e-06,0,463.372,0,0,-0.250913,-13.5822,-0.00324013,-0.175392,0,0.00104212,5.82718,0,492.517,0.0587143,0.0587143,0,0,0,0,0,
60,1.90259e-06,0,463.372,0,0,-0.228579,-16.4395,-0.00295173,-0.212289,0,0.000940749,7.39539,0,492.517,0.0685106,0.0685106,0,0,0,0,0,
95.625,3.03225e-06,0,463.372,0,0,-0.186621,-23.0878,-0.00240991,-0.298142,0,0.000303719,9.37347,0,492.517,0.0864793,0.0864793,0,0,0,0,0,
149.062,4.72674e-06,0,463.372,0,0,-0.148483,-31.0224,-0.00191742,-0.400604,0,-0.000682402,11.409,0,492.517,0.102304,0.102304,0,0,0,0,0,
229.219,7.26848e-06,0,463.372,0,0,-0.116428,-40.3548,-0.00150348,-0.521117,0,-0.0017697,13.4368,0,492.516,0.115168,0.115168,0,0,0,0,0,
349.453,1.10811e-05,0,463.372,0,0,-0.0914051,-51.3448,-0.00118035,-0.663035,0,-0.00270432,15.531,0,492.516,0.125018,0.125018,0,0,0,0,0,
529.805,1.68e-05,0,463.372,0,0,-0.0734322,-64.5884,-0.000948259,-0.834055,0,-0.00334149,17.6802,0,492.514,0.132328,0.132328,0,0,0,0,0,
600,1.90259e-05,0,463.372,0,0,-0.06836,-69.387,-0.00088276,-0.896021,0,-0.00350921,19.3463,0,492.514,0.134482,0.134482,0,0,0,0,0,
885.557,2.80808e-05,0,463.372,0,0,-0.0600813,-86.5436,-0.000775854,-1.11757,0,-0.00368082,21.4993,0,492.512,0.139208,0.139208,0,0,0,0,0,
1313.89,4.16632e-05,0,463.372,0,0,-0.0580905,-111.426,-0.000750147,-1.43889,0,-0.00355457,23.735,0,492.509,0.143287,0.143287,0,0,0,0,0,
1800,5.70776e-05,0,463.372,0,0,-0.0611222,-141.138,-0.000789297,-1.82257,0,-0.00325322,26.001,0,492.506,0.146253,0.146253,0,0,0,0,0,
2529.16,8.01992e-05,0,463.372,0,0,-0.0688893,-191.369,-0.000889598,-2.47123,0,-0.00274504,28.2988,0,492.5,0.148914,0.148914,0,0,0,0,0,
3600,0.000114155,0,463.372,0,0,-0.0796908,-276.705,-0.00102908,-3.57321,0,-0.00206967,30.6225,0,492.493,0.151009,0.151009,0,0,0,0,0,
5206.26,0.000165089,0,463.372,0,0,-0.0904266,-421.954,-0.00116772,-5.44887,0,-0.0012564,32.4912,0,492.482,0.152557,0.152557,0,0,0,0,0,
7749.49,0.000245735,0,463.372,0,0,-0.0970485,-668.771,-0.00125324,-8.63615,0,-0.00030654,34.4905,0,492.465,0.153794,0.153794,0,0,0,0,0,
