time(s),time(year),Sn,Temperature(K),FlowCO2(mole/s),MassCO2(mole),FlowH2O(mole/s),MassH2O(mole),HeatProductionRate(MW),Energy(MJ),InjectionCO2(mole),OverPressure(MPa),CPUtime,Sn_inj,T_inj,OPw_inj,OPnw_inj,S_CO2,FlowCO2_inj,MassCO2_inj,FlowH2O_inj,MassH2O_inj
10,3.17098e-07,0,463.844,0,0,0.56896,5.6896,0.00676632,0.0676632,0,0.00409385,1.69986,0,482.104,0.104553,0.104553,0,0,0,0,0,
25,7.92745e-07,0,463.852,0,0,0.592953,14.5839,0.00705201,0.173443,0,0.00446221,3.59694,0,468.159,0.108058,0.108058,0,0,0,0,0,
47.5,1.50622e-06,0,463.864,0,0,0.618014,28.4892,0.00735063,0.338832,0,0.00484798,5.518,0,450.651,0.111968,0.111968,0,0,0,0,0,
60,1.90259e-06,0,463.871,0,0,0.629926,36.3633,0.00749263,0.43249,0,0.0050322,7.40095,0,441.885,0.113992,0.113992,0,0,0,0,0,
93.75,2.97279e-06,0,463.89,0,0,0.654921,58.4669,0.00779088,0.695432,0,0.0054231,9.3232,0,422.95,0.117975,0.117975,0,0,0,0,0,
144.375,4.5781e-06,0,463.919,0,0,0.68439,93.1141,0.00814293,1.10767,0,0.005889,11.292,0,402.004,0.122786,0.122786,0,0,0,0,0,
220.312,6.98606e-06,0,463.963,0,0,0.719091,147.72,0.00855819,1.75756,0,0.00644154,13.277,0,380.912,0.12835,0.12835,0,0,0,0,0,
334.219,1.0598e-05,0,464.029,0,0,0.759369,234.217,0.00904132,2.78742,0,0.00708428,15.2575,0,361.933,0.134462,0.134462,0,0,0,0,0,
505.078,1.60159e-05,0,464.125,0,0,0.805043,371.766,0.00959097,4.42613,0,0.00781107,17.2777,0,346.996,0.140642,0.140642,0,0,0,0,0,
600,1.90259e-05,0,464.177,0,0,0.827054,450.272,0.00985646,5.36172,0,0.00816026,19.2278,0,341.335,0.143413,0.143413,0,0,0,0,0,
856.289,2.71527e-05,0,464.309,0,0,0.872039,673.766,0.0104013,8.02745,0,0.00886882,21.6346,0,334.443,0.14797,0.14797,0,0,0,0,0,
1240.72,3.93431e-05,0,464.482,0,0,0.921353,1027.96,0.0110016,12.2568,0,0.00963835,23.7393,0,330.914,0.151747,0.151747,0,0,0,0,0,
1800,5.70776e-05,0,464.686,0,0,0.972355,1571.78,0.0116255,18.7587,0,0.0104274,25.8455,0,329.918,0.154424,0.154424,0,0,0,0,0,
2638.92,8.36795e-05,0,464.899,0,0,1.02471,2431.43,0.012268,29.0505,0,0.0112341,27.9632,0,330.206,0.156126,0.156126,0,0,0,0,0,
3600,0.000114155,0,465.059,0,0,1.06712,3457.02,0.0127887,41.3415,0,0.0118893,30.0997,0,330.71,0.156982,0.156982,0,0,0,0,0,
5041.63,0.000159869,0,465.195,0,0,1.11025,5057.58,0.0133169,60.5396,0,0.0125616,32.2609,0,331.17,0.157528,0.157528,0,0,0,0,0,
7204.06,0.000228439,0,465.294,0,0,1.15301,7550.9,0.0138385,90.4646,0,0.0132364,34.4357,0,331.512,0.15792,0.15792,0,0,0,0,0,
10447.7,0.000331295,0,465.363,0,0,1.19521,11427.7,0.0143511,137.015,0,0.0139096,36.2166,0,331.791,0.158266,0.158266,0,0,0,0,0,
15583.5,0.00049415,0,465.414,0,0,1.2383,17787.4,0.0148734,213.401,0,0.0146018,38.0309,0,332.077,0.15864,0.15864,0,0,0,0,0,
23715.2,0.000752004,0,465.457,0,0,1.28015,28197.1,0.0153802,338.468,0,0.0152753,39.8418,0,332.384,0.159042,0.159042,0,0,0,0,0,
36590.3,0.00116027,0,465.495,0,0,1.31669,45149.6,0.0158229,542.19,0,0.0158634,41.66,0,332.674,0.159423,0.159423,0,0,0,0,0,
43200,0.00136986,0,465.509,0,0,1.33021,53941.9,0.0159869,647.858,0,0.0160811,43.5006,0,332.786,0.159568,0.159568,0,0,0,0,0,
63585.6,0.00201629,0,465.529,0,0,1.34985,81459.5,0.016225,978.615,0,0.0163969,45.3266,0,332.948,0.159787,0.159787,0,0,0,0,0,
86400,0.00273973,0,465.54,0,0,1.35966,112479,0.016344,1351.49,0,0.0165544,47.116,0,333.024,0.159901,0.159901,0,0,0,0,0,
122523,0.00388517,0,465.548,0,0,1.36479,161779,0.0164064,1944.14,0,0.0166365,48.8987,0,333.052,0.159969,0.159969,0,0,0,0,0,
179717,0.00569879,0,465.552,0,0,1.36643,239931,0.0164266,2883.65,0,0.016662,50.6847,0,333.038,0.160005,0.160005,0,0,0,0,0,
270275,0.00857035,0,465.557,0,0,1.36619,363650,0.0164243,4371,0,0.0166571,52.498,0,332.99,0.16003,0.16003,0,0,0,0,0,
413658,0.013117,0,465.564,0,0,1.365,559368,0.0164107,6724,0,0.016636,54.3311,0,332.908,0.160061,0.160061,0,0,0,0,0,
640681,0.0203159,0,465.574,0,0,1.36297,868793,0.0163873,10444.3,0,0.0166002,56.0844,0,332.777,0.160108,0.160108,0,0,0,0,0,
864000,0.0273973,0,465.584,0,0,1.36097,1.17272e+06,0.0163643,14098.8,0,0.0165652,57.8741,0,332.649,0.160154,0.160154,0,0,0,0,0,
1.22345e+06,0.0387954,0,465.6,0,0,1.3578,1.66079e+06,0.0163278,19967.9,0,0.0165095,59.6733,0,332.445,0.160227,0.160227,0,0,0,0,0,
1.79259e+06,0.0568426,0,465.625,0,0,1.35288,2.43076e+06,0.0162711,29228.3,0,0.0164232,61.5693,0,332.128,0.16034,0.16034,0,0,0,0,0,
2.592e+06,0.0821918,0,465.658,0,0,1.34615,3.50689e+06,0.0161936,42173.7,0,0.0163052,63.368,0,331.691,0.160494,0.160494,0,0,0,0,0,
3.85774e+06,0.122328,0,465.708,0,0,1.33595,5.19784e+06,0.0160759,62521.6,0,0.0161266,65.1747,0,331.023,0.160728,0.160728,0,0,0,0,0,
5.86182e+06,0.185877,0,465.781,0,0,1.32078,7.84481e+06,0.0159008,94388,0,0.0158614,66.9663,0,330.024,0.161074,0.161074,0,0,0,0,0,
7.776e+06,0.246575,0,465.846,0,0,1.30712,1.03469e+07,0.0157427,124522,0,0.0156227,68.7956,0,329.115,0.161387,0.161387,0,0,0,0,0,
1.09491e+07,0.347195,0,465.942,0,0,1.28641,1.44288e+07,0.0155027,173714,0,0.0152616,71.1005,0,327.734,0.161859,0.161859,0,0,0,0,0,
1.5552e+07,0.493151,0,466.064,0,0,1.25972,2.02271e+07,0.0151926,243644,0,0.014797,73.4495,0,325.958,0.162466,0.162466,0,0,0,0,0,
2.24563e+07,0.712085,0,466.217,0,0,1.22546,2.8688e+07,0.0147936,345783,0,0.0142019,75.7372,0,323.714,0.163244,0.163244,0,0,0,0,0,
3.1104e+07,0.986301,0,466.376,0,0,1.18928,3.89726e+07,0.0143712,470061,0,0.0135746,78.126,0,321.416,0.164065,0.164065,0,0,0,0,0,
4.1104e+07,1.3034,0,466.531,0,0,1.15411,5.05137e+07,0.0139597,609658,0,0.0129654,80.4999,0,319.278,0.164864,0.164864,0,0,0,0,0,
5.1104e+07,1.6205,0,466.663,0,0,1.12401,6.17538e+07,0.0136069,745727,0,0.0124444,82.8398,0,317.538,0.165547,0.165547,0,0,0,0,0,
6.1104e+07,1.9376,0,466.779,0,0,1.09789,7.27327e+07,0.0133003,878730,0,0.0119923,85.0774,0,316.106,0.166141,0.166141,0,0,0,0,0,
6.2208e+07,1.9726,0,466.792,0,0,1.09504,7.39416e+07,0.0132669,893376,0,0.0119431,86.8747,0,315.949,0.166206,0.166206,0,0,0,0,0,
7.2208e+07,2.2897,0,466.894,0,0,1.07241,8.46657e+07,0.013001,1.02339e+06,0,0.0115513,89.1537,0,314.785,0.166721,0.166721,0,0,0,0,0,
8.2208e+07,2.6068,0,466.987,0,0,1.05229,9.51886e+07,0.0127645,1.15103e+06,0,0.0112028,91.5197,0,313.807,0.167179,0.167179,0,0,0,0,0,
9.2208e+07,2.9239,0,467.072,0,0,1.03424,1.05531e+08,0.0125521,1.27655e+06,0,0.0108901,93.8188,0,312.976,0.167591,0.167591,0,0,0,0,0,
9.3312e+07,2.9589,0,467.081,0,0,1.03227,1.06671e+08,0.0125289,1.29038e+06,0,0.010856,95.6098,0,312.885,0.167636,0.167636,0,0,0,0,0,
1.03312e+08,3.276,0,467.158,0,0,1.01615,1.16832e+08,0.0123393,1.41378e+06,0,0.0105766,97.8919,0,312.186,0.168004,0.168004,0,0,0,0,0,
1.13312e+08,3.5931,0,467.23,0,0,1.00148,1.26847e+08,0.0121666,1.53544e+06,0,0.0103222,100.262,0,311.581,0.168339,0.168339,0,0,0,0,0,
