time(s),time(year),Sn,Temperature(K),FlowCO2(mole/s),MassCO2(mole),FlowH2O(mole/s),MassH2O(mole),HeatProductionRate(MW),Energy(MJ),InjectionCO2(mole),OverPressure(MPa),CPUtime,Sn_inj,T_inj,OPw_inj,OPnw_inj,S_CO2,FlowCO2_inj,MassCO2_inj,FlowH2O_inj,MassH2O_inj
10,3.17098e-07,0,463.372,0,0,-0.344522,-3.44522,-0.00444895,-0.0444895,0,0.000573172,1.69678,0,492.517,0.0169133,0.0169133,0,0,0,0,0,
25,7.92745e-07,0,463.372,0,0,-0.29943,-7.93668,-0.00386666,-0.102489,0,0.000960132,3.64404,0,492.517,0.0364732,0.0364732,0,0,0,0,0,
47.5,1.50622e-06,0,463.372,0,0,-0.250913,-13.5822,-0.00324013,-0.175392,0,0.000946742,5.57078,0,492.517,0.0571665,0.0571665,0,0,0,0,0,
60,1.90259e-06,0,463.372,0,0,-0.228579,-16.4395,-0.00295173,-0.212289,0,0.000816654,7.471,0,492.517,0.0666194,0.0666194,0,0,0,0,0,
93.75,2.97279e-06,0,463.372,0,0,-0.188166,-22.7901,-0.00242986,-0.294297,0,0.000158905,9.43011,0,492.517,0.0832432,0.0832432,0,0,0,0,0,
144.375,4.5781e-06,0,463.372,0,0,-0.150807,-30.4247,-0.00194743,-0.392886,0,-0.000828121,11.4211,0,492.517,0.0980889,0.0980889,0,0,0,0,0,
220.312,6.98606e-06,0,463.372,0,0,-0.118914,-39.4547,-0.00153558,-0.509494,0,-0.00188699,13.4562,0,492.516,0.110351,0.110351,0,0,0,0,0,
334.219,1.0598e-05,0,463.372,0,0,-0.0937756,-50.1363,-0.00121096,-0.64743,0,-0.00273918,15.4644,0,492.516,0.119887,0.119887,0,0,0,0,0,
505.078,1.60159e-05,0,463.372,0,0,-0.0760049,-63.1225,-0.000981481,-0.815125,0,-0.00321727,17.5332,0,492.514,0.127037,0.127037,0,0,0,0,0,
600,1.90259e-05,0,463.372,0,0,-0.0697674,-69.7449,-0.000900934,-0.900643,0,-0.00333386,19.5631,0,492.514,0.129805,0.129805,0,0,0,0,0,
856.289,2.71527e-05,0,463.372,0,0,-0.0642402,-86.209,-0.00082956,-1.11325,0,-0.00324694,21.6376,0,492.512,0.133998,0.133998,0,0,0,0,0,
1240.72,3.93431e-05,0,463.372,0,0,-0.0658685,-111.531,-0.000850586,-1.44024,0,-0.00286134,23.7309,0,492.509,0.137672,0.137672,0,0,0,0,0,
1800,5.70776e-05,0,463.372,0,0,-0.0743302,-153.102,-0.000959856,-1.97707,0,-0.00223287,25.8967,0,492.505,0.140787,0.140787,0,0,0,0,0,
2638.92,8.36795e-05,0,463.372,0,0,-0.0871228,-226.191,-0.00112505,-2.92089,0,-0.00140528,28.1266,0,492.499,0.143246,0.143246,0,0,0,0,0,
3600,0.000114155,0,463.372,0,0,-0.0976164,-320.009,-0.00126056,-4.1324,0,-0.000621155,30.381,0,492.493,0.144716,0.144716,0,0,0,0,0,
5041.63,0.000159869,0,463.372,0,0,-0.10502,-471.409,-0.00135617,-6.08749,0,0.000308794,32.5943,0,492.483,0.14581,0.14581,0,0,0,0,0,
7204.06,0.000228439,0,463.372,0,0,-0.106101,-700.845,-0.00137013,-9.05031,0,0.00138092,34.4706,0,492.468,0.146737,0.146737,0,0,0,0,0,
10627.9,0.000337009,0,463.372,0,0,-0.0999126,-1042.93,-0.00129021,-13.4678,0,0.00261397,36.3435,0,492.444,0.147744,0.147744,0,0,0,0,0,
16049,0.000508912,0,463.372,0,0,-0.0894796,-1528.01,-0.00115549,-19.7318,0,0.00391782,38.1438,0,492.406,0.148922,0.148922,0,0,0,0,0,
24632.5,0.000781091,0,463.372,0,0,-0.080378,-2217.93,-0.00103795,-28.641,0,0.00516458,40.5432,0,492.347,0.15021,0.15021,0,0,0,0,0,
37507.6,0.00118936,0,463.372,0,0,-0.0761511,-3198.39,-0.000983363,-41.302,0,0.00619042,42.9199,0,492.258,0.151396,0.151396,0,0,0,0,0,
43200,0.00136986,0,463.372,0,0,-0.0754175,-3627.69,-0.00097389,-46.8457,0,0.00653025,44.8626,0,492.219,0.151801,0.151801,0,0,0,0,0,
63585.6,0.00201629,0,463.372,0,0,-0.0759818,-5176.63,-0.000981174,-66.8476,0,0.0071128,46.8338,0,492.079,0.152523,0.152523,0,0,0,0,0,
86400,0.00273973,0,463.372,0,0,-0.0768722,-6930.42,-0.000992671,-89.4947,0,0.0074135,48.7088,0,491.922,0.152906,0.152906,0,0,0,0,0,
122523,0.00388517,0,463.372,0,0,-0.077584,-9732.97,-0.00100186,-125.685,0,0.00758123,50.5668,0,491.675,0.153131,0.153131,0,0,0,0,0,
179717,0.00569879,0,463.372,0,0,-0.0779242,-14189.8,-0.00100626,-183.237,0,0.00764589,52.4484,0,491.284,0.153236,0.153236,0,0,0,0,0,
270275,0.00857035,0,463.372,0,0,-0.0780293,-21255.9,-0.00100761,-274.484,0,0.00765602,54.3067,0,490.668,0.153288,0.153288,0,0,0,0,0,
413658,0.013117,0,463.372,0,0,-0.0780508,-32447.1,-0.00100789,-418.998,0,0.00764331,56.1498,0,489.7,0.153334,0.153334,0,0,0,0,0,
