time(s),time(year),Sn,Temperature(K),FlowCO2(mole/s),MassCO2(mole),FlowH2O(mole/s),MassH2O(mole),HeatProductionRate(MW),Energy(MJ),InjectionCO2(mole),OverPressure(MPa),CPUtime,Sn_inj,T_inj,OPw_inj,OPnw_inj,S_CO2,FlowCO2_inj,MassCO2_inj,FlowH2O_inj,MassH2O_inj
10,3.17098e-07,0,463.843,0,0,0.516293,5.16293,0.00613996,0.0613996,0,0.0032295,1.77443,0,482.612,0.108921,0.108921,0,0,0,0,0,
25,7.92745e-07,0,463.851,0,0,0.545546,13.3461,0.00648815,0.158722,0,0.00368401,3.78914,0,469.34,0.112658,0.112658,0,0,0,0,0,
47.5,1.50622e-06,0,463.862,0,0,0.572698,26.2318,0.00681156,0.311982,0,0.00410403,5.82718,0,452.663,0.116789,0.116789,0,0,0,0,0,
60,1.90259e-06,0,463.868,0,0,0.584615,33.5395,0.00695358,0.398901,0,0.00428832,7.39539,0,444.301,0.118894,0.118894,0,0,0,0,0,
95.625,3.03225e-06,0,463.887,0,0,0.606539,55.1475,0.00721519,0.655943,0,0.00462817,9.37348,0,425.354,0.123185,0.123185,0,0,0,0,0,
149.062,4.72674e-06,0,463.915,0,0,0.627354,88.6717,0.00746412,1.05481,0,0.00495184,11.409,0,404.498,0.128183,0.128183,0,0,0,0,0,
229.219,7.26848e-06,0,463.956,0,0,0.647037,140.536,0.00770032,1.67204,0,0.00525819,13.4368,0,383.538,0.133755,0.133755,0,0,0,0,0,
349.453,1.10811e-05,0,464.016,0,0,0.666093,220.623,0.00793012,2.62551,0,0.0055536,15.531,0,364.653,0.139689,0.139689,0,0,0,0,0,
529.805,1.68e-05,0,464.1,0,0,0.685524,344.258,0.00816581,4.09823,0,0.00585212,17.6802,0,349.723,0.145552,0.145552,0,0,0,0,0,
600,1.90259e-05,0,464.132,0,0,0.692161,392.845,0.00824654,4.67709,0,0.00595361,19.3463,0,345.339,0.147501,0.147501,0,0,0,0,0,
885.557,2.80808e-05,0,464.247,0,0,0.712482,596.299,0.00849484,7.10285,0,0.00626138,21.4993,0,337.5,0.152121,0.152121,0,0,0,0,0,
1313.89,4.16632e-05,0,464.389,0,0,0.736003,911.555,0.00878321,10.865,0,0.00661561,23.735,0,333.598,0.155801,0.155801,0,0,0,0,0,
1800,5.70776e-05,0,464.517,0,0,0.75776,1279.91,0.00905015,15.2644,0,0.00694366,26.001,0,332.519,0.15798,0.15798,0,0,0,0,0,
2529.16,8.01992e-05,0,464.65,0,0,0.784151,1851.68,0.00937322,22.099,0,0.00734547,28.2988,0,332.653,0.15945,0.15945,0,0,0,0,0,
3600,0.000114155,0,464.766,0,0,0.815229,2724.66,0.00975187,32.5416,0,0.00782696,30.6225,0,333.206,0.16032,0.16032,0,0,0,0,0,
5206.26,0.000165089,0,464.856,0,0,0.852004,4093.2,0.0101976,48.9215,0,0.00840756,32.4912,0,333.741,0.160872,0.160872,0,0,0,0,0,
7749.49,0.000245735,0,464.924,0,0,0.896445,6373.07,0.0107341,76.221,0,0.00911898,34.4905,0,334.223,0.161366,0.161366,0,0,0,0,0,
11776.3,0.000373424,0,464.982,0,0,0.947822,10189.8,0.0113535,121.939,0,0.00994702,36.4044,0,334.746,0.161932,0.161932,0,0,0,0,0,
