time(s),time(year),Sn,Temperature(K),FlowCO2(mole/s),MassCO2(mole),FlowH2O(mole/s),MassH2O(mole),HeatProductionRate(MW),Energy(MJ),InjectionCO2(mole),OverPressure(MPa),CPUtime,Sn_inj,T_inj,OPw_inj,OPnw_inj,S_CO2,FlowCO2_inj,MassCO2_inj,FlowH2O_inj,MassH2O_inj
10,3.17098e-07,0,463.827,0,0,0.495213,4.95213,0.00588866,0.0588866,0,0.00283645,1.58645,0,483.752,0.118646,0.118646,0,0,0,0,0,
25,7.92745e-07,0,463.834,0,0,0.529589,12.896,0.00629771,0.153352,0,0.00337002,3.35918,0,472.096,0.123375,0.123375,0,0,0,0,0,
47.5,1.50622e-06,0,463.845,0,0,0.565625,25.6225,0.00672672,0.304704,0,0.00392938,5.15227,0,457.495,0.128183,0.128183,0,0,0,0,0,
60,1.90259e-06,0,463.851,0,0,0.582635,32.9055,0.00692929,0.39132,0,0.00419381,6.55582,0,450.164,0.130493,0.130493,0,0,0,0,0,
95.625,3.03225e-06,0,463.871,0,0,0.618657,54.9451,0.0073586,0.65347,0,0.0047565,8.36096,0,433.408,0.134963,0.134963,0,0,0,0,0,
149.062,4.72674e-06,0,463.9,0,0,0.658314,90.1238,0.00783177,1.07198,0,0.00537895,10.1845,0,414.561,0.139706,0.139706,0,0,0,0,0,
229.219,7.26848e-06,0,463.946,0,0,0.700963,146.31,0.00834158,1.74061,0,0.00604999,12.0352,0,394.899,0.144525,0.144525,0,0,0,0,0,
349.453,1.10811e-05,0,464.015,0,0,0.745435,235.937,0.00887468,2.80765,0,0.0067484,13.9285,0,376.175,0.14925,0.14925,0,0,0,0,0,
529.805,1.68e-05,0,464.116,0,0,0.790321,378.473,0.00941507,4.50567,0,0.00744834,15.8315,0,360.241,0.153699,0.153699,0,0,0,0,0,
600,1.90259e-05,0,464.154,0,0,0.805317,435.002,0.00959607,5.17927,0,0.00768118,17.6765,0,355.388,0.15517,0.15517,0,0,0,0,0,
870.527,2.76042e-05,0,464.29,0,0,0.84437,663.427,0.0100701,7.90351,0,0.00828002,19.676,0,346.047,0.158577,0.158577,0,0,0,0,0,
1276.32,4.04718e-05,0,464.462,0,0,0.882553,1021.56,0.010537,12.1793,0,0.00885625,21.6491,0,340.509,0.161567,0.161567,0,0,0,0,0,
1800,5.70776e-05,0,464.634,0,0,0.915003,1500.73,0.0109362,17.9064,0,0.00933915,23.6169,0,338.42,0.163759,0.163759,0,0,0,0,0,
2585.52,8.19864e-05,0,464.802,0,0,0.945697,2243.6,0.0113151,26.7947,0,0.00979295,25.5993,0,338.361,0.165454,0.165454,0,0,0,0,0,
3600,0.000114155,0,464.925,0,0,0.970531,3228.18,0.0116213,38.5843,0,0.010162,27.6048,0,339.159,0.166536,0.166536,0,0,0,0,0,
5121.72,0.000162409,0,465.01,0,0,0.991953,4737.65,0.0118842,56.6687,0,0.0104852,29.7205,0,340.096,0.167242,0.167242,0,0,0,0,0,
7404.29,0.000234789,0,465.056,0,0,1.00839,7039.38,0.0120847,84.2529,0,0.0107379,31.8187,0,340.775,0.16765,0.16765,0,0,0,0,0,
10828.2,0.000343358,0,465.076,0,0,1.01944,10529.8,0.0122186,126.088,0,0.0109106,33.5337,0,341.155,0.167869,0.167869,0,0,0,0,0,
16249.3,0.000515261,0,465.084,0,0,1.02636,16093.8,0.0123022,192.779,0,0.0110204,35.2393,0,341.349,0.167989,0.167989,0,0,0,0,0,
24832.7,0.00078744,0,465.087,0,0,1.0309,24942.5,0.0123568,298.843,0,0.0110926,36.9487,0,341.448,0.168059,0.168059,0,0,0,0,0,
38423.1,0.00121839,0,465.09,0,0,1.03447,39001.3,0.0123998,467.361,0,0.0111494,38.7185,0,341.504,0.168104,0.168104,0,0,0,0,0,
43200,0.00136986,0,465.091,0,0,1.03547,43947.6,0.0124119,526.651,0,0.0111653,40.3351,0,341.518,0.168115,0.168115,0,0,0,0,0,
64718.2,0.0020522,0,465.093,0,0,1.03782,66279.6,0.0124402,794.342,0,0.0112025,42.0759,0,341.542,0.168141,0.168141,0,0,0,0,0,
86400,0.00273973,0,465.095,0,0,1.03899,88806.8,0.0124545,1064.38,0,0.011221,43.8071,0,341.55,0.168155,0.168155,0,0,0,0,0,
120730,0.00382831,0,465.097,0,0,1.03961,124496,0.012462,1492.19,0,0.0112304,45.5389,0,341.548,0.168167,0.168167,0,0,0,0,0,
175085,0.0055519,0,465.099,0,0,1.03966,181007,0.0124627,2169.6,0,0.0112308,47.321,0,341.534,0.168178,0.168178,0,0,0,0,0,
261147,0.00828091,0,465.101,0,0,1.03926,270448,0.0124582,3241.78,0,0.0112238,49.1454,0,341.508,0.168191,0.168191,0,0,0,0,0,
397412,0.0126019,0,465.106,0,0,1.03847,411956,0.0124491,4938.15,0,0.0112103,50.8969,0,341.464,0.16821,0.16821,0,0,0,0,0,
613165,0.0194433,0,465.112,0,0,1.0372,635736,0.0124343,7620.9,0,0.0111885,52.6395,0,341.394,0.16824,0.16824,0,0,0,0,0,
