time(s),time(year),Sn,Temperature(K),FlowCO2(mole/s),MassCO2(mole),FlowH2O(mole/s),MassH2O(mole),HeatProductionRate(MW),Energy(MJ),InjectionCO2(mole),OverPressure(MPa),CPUtime,Sn_inj,T_inj,OPw_inj,OPnw_inj,S_CO2,FlowCO2_inj,MassCO2_inj,FlowH2O_inj,MassH2O_inj
10,3.17098e-07,-nan,-nan,0,0,-0.0460805,-0.460805,-0.000595949,-0.00595949,0,-nan,1.53911,0,491.696,0.00923743,0.00923743,0,0,0,0,0,
25,7.92745e-07,-nan,-nan,0,0,-0.0456009,-1.14482,-0.000589748,-0.0148057,0,-nan,3.29947,0,491.695,0.0207616,0.0207616,0,0,0,0,0,
47.5,1.50622e-06,-nan,-nan,0,0,-0.0441062,-2.13721,-0.000570417,-0.0276401,0,-nan,5.02869,0,491.695,0.0345942,0.0345942,0,0,0,0,0,
60,1.90259e-06,-nan,-nan,0,0,-0.0430283,-2.67506,-0.000556477,-0.034596,0,-nan,6.40014,0,491.695,0.0414331,0.0414331,0,0,0,0,0,
95.625,3.03225e-06,-nan,-nan,0,0,-0.0387657,-4.05609,-0.000501349,-0.0524566,0,-nan,8.1663,0,491.695,0.0565544,0.0565544,0,0,0,0,0,
149.062,4.72674e-06,-nan,-nan,0,0,-0.0318216,-5.75656,-0.000411542,-0.0744484,0,-nan,9.92623,0,491.695,0.0731365,0.0731365,0,0,0,0,0,
229.219,7.26848e-06,-nan,-nan,0,0,-0.0228064,-7.58463,-0.000294951,-0.0980906,0,-nan,11.7189,0,491.694,0.0897789,0.0897789,0,0,0,0,0,
349.453,1.10811e-05,-nan,-nan,0,0,-0.0134661,-9.20372,-0.000174154,-0.11903,0,-nan,13.5251,0,491.694,0.104607,0.104607,0,0,0,0,0,
529.805,1.68e-05,-nan,-nan,0,0,-0.00623261,-10.3278,-8.06051e-05,-0.133567,0,-nan,15.3215,0,491.693,0.116198,0.116198,0,0,0,0,0,
600,1.90259e-05,-nan,-nan,0,0,-0.00426712,-10.6273,-5.51858e-05,-0.137441,0,-nan,16.7231,0,491.692,0.119588,0.119588,0,0,0,0,0,
885.557,2.80808e-05,-nan,-nan,0,0,-0.00333173,-11.5787,-4.30886e-05,-0.149745,0,-nan,18.529,0,491.691,0.126311,0.126311,0,0,0,0,0,
1313.89,4.16632e-05,-nan,-nan,0,0,-0.00788059,-14.9542,-0.000101918,-0.1934,0,-nan,20.3667,0,491.688,0.131296,0.131296,0,0,0,0,0,
1800,5.70776e-05,-nan,-nan,0,0,-0.0152425,-22.3637,-0.000197128,-0.289226,0,-nan,22.2167,0,491.685,0.134596,0.134596,0,0,0,0,0,
2529.16,8.01992e-05,-nan,-nan,0,0,-0.0262365,-41.4944,-0.000339311,-0.536639,0,-nan,24.1152,0,491.681,0.137475,0.137475,0,0,0,0,0,
3600,0.000114155,-nan,-nan,0,0,-0.0397712,-84.0829,-0.000514353,-1.08743,0,-nan,25.9891,0,491.675,0.139775,0.139775,0,0,0,0,0,
5206.26,0.000165089,-nan,-nan,0,0,-0.0547917,-172.092,-0.00070861,-2.22564,0,-nan,27.8744,0,491.665,0.141481,0.141481,0,0,0,0,0,
7615.64,0.00024149,-nan,-nan,0,0,-0.0690683,-338.504,-0.000893246,-4.37781,0,-nan,29.4197,0,491.651,0.142736,0.142736,0,0,0,0,0,
11430.5,0.000362459,-nan,-nan,0,0,-0.0793489,-641.209,-0.0010262,-8.29262,0,-nan,30.9789,0,491.629,0.14392,0.14392,0,0,0,0,0,
17470.7,0.000553992,-nan,-nan,0,0,-0.0812897,-1132.21,-0.0010513,-14.6427,0,-nan,32.5843,0,491.594,0.145231,0.145231,0,0,0,0,0,
27034.3,0.000857253,-nan,-nan,0,0,-0.0739308,-1839.26,-0.000956126,-23.7867,0,-nan,34.1977,0,491.538,0.146661,0.146661,0,0,0,0,0,
42176.8,0.00133742,-nan,-nan,0,0,-0.0614475,-2769.73,-0.000794681,-35.8201,0,-nan,35.8061,0,491.45,0.148006,0.148006,0,0,0,0,0,
43200,0.00136986,-nan,-nan,0,0,-0.0606066,-2831.74,-0.000783805,-36.6221,0,-nan,37.2689,0,491.444,0.148093,0.148093,0,0,0,0,0,
67175.5,0.00213012,-nan,-nan,0,0,-0.0494969,-4018.46,-0.000640126,-51.9695,0,-nan,38.885,0,491.306,0.14906,0.14906,0,0,0,0,0,
86400,0.00273973,-nan,-nan,0,0,-0.0445372,-4874.66,-0.000575983,-63.0425,0,-nan,40.5142,0,491.195,0.149469,0.149469,0,0,0,0,0,
124361,0.00394347,-nan,-nan,0,0,-0.0409741,-6430.09,-0.000529902,-83.1582,0,-nan,42.1592,0,490.976,0.149759,0.149759,0,0,0,0,0,
184466,0.00584939,-nan,-nan,0,0,-0.0395773,-8808.89,-0.000511838,-113.922,0,-nan,43.8053,0,490.63,0.149879,0.149879,0,0,0,0,0,
279633,0.00886711,-nan,-nan,0,0,-0.0393282,-12551.6,-0.000508616,-162.326,0,-nan,45.3809,0,490.086,0.149916,0.149916,0,0,0,0,0,
430314,0.0136452,-nan,-nan,0,0,-0.0395407,-18509.6,-0.000511366,-239.379,0,-nan,46.9782,0,489.23,0.149926,0.149926,0,0,0,0,0,
668891,0.0212104,-nan,-nan,0,0,-0.039997,-28052,-0.000517267,-362.787,0,-nan,48.5759,0,487.889,0.14994,0.14994,0,0,0,0,0,
864000,0.0273973,-nan,-nan,0,0,-0.0403756,-35929.7,-0.000522164,-464.666,0,-nan,50.154,0,486.802,0.149948,0.149948,0,0,0,0,0,
1.24175e+06,0.0393756,-nan,-nan,0,0,-0.0411006,-51455.3,-0.000531539,-665.453,0,-nan,51.7501,0,484.734,0.149961,0.149961,0,0,0,0,0,
1.83985e+06,0.0583412,-nan,-nan,0,0,-0.0422243,-76709.7,-0.000546073,-992.06,0,-nan,53.3403,0,481.545,0.149988,0.149988,0,0,0,0,0,
2.592e+06,0.0821918,-nan,-nan,0,0,-0.0436018,-109505,-0.000563889,-1416.19,0,-nan,54.9742,0,477.666,0.150024,0.150024,0,0,0,0,0,
3.78291e+06,0.119955,-nan,-nan,0,0,-0.0456997,-163929,-0.000591022,-2120.04,0,-nan,56.6415,0,471.838,0.150087,0.150087,0,0,0,0,0,
5.66851e+06,0.179747,-nan,-nan,0,0,-0.0488316,-256006,-0.000631529,-3310.85,0,-nan,58.2518,0,463.325,0.150203,0.150203,0,0,0,0,0,
7.776e+06,0.246575,-nan,-nan,0,0,-0.0521287,-365867,-0.000674174,-4731.67,0,-nan,59.9391,0,454.619,0.150356,0.150356,0,0,0,0,0,
1.11129e+07,0.352387,-nan,-nan,0,0,-0.0569125,-555776,-0.000736048,-7187.76,0,-nan,62.0268,0,442.578,0.150618,0.150618,0,0,0,0,0,
1.5552e+07,0.493151,-nan,-nan,0,0,-0.0626542,-833906,-0.000810316,-10784.9,0,-nan,64.056,0,429.092,0.150988,0.150988,0,0,0,0,0,
2.22107e+07,0.704297,-nan,-nan,0,0,-0.0702236,-1.3015e+06,-0.000908229,-16832.5,0,-nan,66.1271,0,413.175,0.151566,0.151566,0,0,0,0,0,
3.1104e+07,0.986301,-nan,-nan,0,0,-0.0789899,-2.00399e+06,-0.00102163,-25918.2,0,-nan,68.1878,0,397.326,0.15233,0.15233,0,0,0,0,0,
4.1104e+07,1.3034,-nan,-nan,0,0,-0.0876151,-2.88014e+06,-0.00113322,-37250.4,0,-nan,70.2944,0,384.184,0.153138,0.153138,0,0,0,0,0,
5.1104e+07,1.6205,-nan,-nan,0,0,-0.0952984,-3.83312e+06,-0.00123263,-49576.6,0,-nan,72.3417,0,374.273,0.153871,0.153871,0,0,0,0,0,
6.1104e+07,1.9376,-nan,-nan,0,0,-0.102235,-4.85547e+06,-0.00132238,-62800.5,0,-nan,74.3844,0,366.623,0.154524,0.154524,0,0,0,0,0,
6.2208e+07,1.9726,-nan,-nan,0,0,-0.102995,-4.96917e+06,-0.00133222,-64271.2,0,-nan,76.0255,0,365.804,0.154603,0.154603,0,0,0,0,0,
7.2208e+07,2.2897,-nan,-nan,0,0,-0.109252,-6.06169e+06,-0.00141319,-78403.1,0,-nan,78.0916,0,359.925,0.155173,0.155173,0,0,0,0,0,
8.2208e+07,2.6068,-nan,-nan,0,0,-0.115002,-7.21171e+06,-0.00148761,-93279.2,0,-nan,80.2284,0,355.153,0.155691,0.155691,0,0,0,0,0,
9.2208e+07,2.9239,-nan,-nan,0,0,-0.120317,-8.41488e+06,-0.0015564,-108843,0,-nan,82.333,0,351.195,0.156168,0.156168,0,0,0,0,0,
9.3312e+07,2.9589,-nan,-nan,0,0,-0.1209,-8.54835e+06,-0.00156395,-110570,0,-nan,83.9742,0,350.768,0.156223,0.156223,0,0,0,0,0,
1.03312e+08,3.276,-nan,-nan,0,0,-0.125795,-9.8063e+06,-0.00162731,-126843,0,-nan,86.0896,0,347.486,0.156661,0.156661,0,0,0,0,0,
1.13312e+08,3.5931,-nan,-nan,0,0,-0.130357,-1.11099e+07,-0.00168636,-143706,0,-nan,87.726,0,344.659,0.157077,0.157077,0,0,0,0,0,
1.23312e+08,3.9102,-nan,-nan,0,0,-0.134623,-1.24561e+07,-0.0017416,-161122,0,-nan,89.7975,0,342.188,0.157473,0.157473,0,0,0,0,0,
1.24e+08,3.93201,-nan,-nan,0,0,-0.134916,-1.25489e+07,-0.00174538,-162323,0,-nan,91.3719,0,342.019,0.157502,0.157502,0,0,0,0,0,
1.34e+08,4.24911,-nan,-nan,0,0,-0.138897,-1.39379e+07,-0.00179693,-180293,0,-nan,93.4916,0,339.853,0.15788,0.15788,0,0,0,0,0,
1.44e+08,4.56621,-nan,-nan,0,0,-0.142639,-1.53643e+07,-0.00184538,-198746,0,-nan,95.0973,0,337.918,0.158245,0.158245,0,0,0,0,0,
1.54e+08,4.88331,-nan,-nan,0,0,-0.146165,-1.68259e+07,-0.00189104,-217657,0,-nan,96.7708,0,336.175,0.158598,0.158598,0,0,0,0,0,
1.56e+08,4.94673,-nan,-nan,0,0,-0.146862,-1.71197e+07,-0.00190007,-221457,0,-nan,98.4375,0,335.834,0.158669,0.158669,0,0,0,0,0,
1.66e+08,5.26383,-nan,-nan,0,0,-0.15015,-1.86212e+07,-0.00194265,-240883,0,-nan,100.1,0,334.286,0.159007,0.159007,0,0,0,0,0,
1.76e+08,5.58092,-nan,-nan,0,0,-0.153261,-2.01538e+07,-0.00198293,-260713,0,-nan,101.791,0,332.874,0.159336,0.159336,0,0,0,0,0,
1.86e+08,5.89802,-nan,-nan,0,0,-0.156206,-2.17158e+07,-0.00202108,-280924,0,-nan,103.421,0,331.582,0.159654,0.159654,0,0,0,0,0,
1.96e+08,6.21512,-nan,-nan,0,0,-0.159002,-2.33059e+07,-0.00205729,-301496,0,-nan,105.083,0,330.394,0.159962,0.159962,0,0,0,0,0,
2.06e+08,6.53222,-nan,-nan,0,0,-0.161658,-2.49224e+07,-0.00209171,-322414,0,-nan,106.737,0,329.299,0.160261,0.160261,0,0,0,0,0,
2.16e+08,6.84932,-nan,-nan,0,0,-0.164187,-2.65643e+07,-0.00212447,-343658,0,-nan,108.383,0,328.287,0.16055,0.16055,0,0,0,0,0,
2.26e+08,7.16641,-nan,-nan,0,0,-0.166598,-2.82303e+07,-0.00215571,-365215,0,-nan,110.456,0,327.351,0.16083,0.16083,0,0,0,0,0,
2.36e+08,7.48351,-nan,-nan,0,0,-0.1689,-2.99193e+07,-0.00218553,-387071,0,-nan,112.045,0,326.482,0.161101,0.161101,0,0,0,0,0,
2.46e+08,7.80061,-nan,-nan,0,0,-0.171099,-3.16303e+07,-0.00221403,-409211,0,-nan,113.72,0,325.674,0.161364,0.161364,0,0,0,0,0,
2.56e+08,8.11771,-nan,-nan,0,0,-0.173203,-3.33623e+07,-0.0022413,-431624,0,-nan,115.316,0,324.922,0.161619,0.161619,0,0,0,0,0,
