time(s),time(year),Sn,Temperature(K),FlowCO2(mole/s),MassCO2(mole),FlowH2O(mole/s),MassH2O(mole),HeatProductionRate(MW),Energy(MJ),InjectionCO2(mole),OverPressure(MPa),CPUtime,Sn_inj,T_inj,OPw_inj,OPnw_inj,S_CO2,FlowCO2_inj,MassCO2_inj,FlowH2O_inj,MassH2O_inj
10,3.17098e-07,0,463.826,0,0,0.473778,4.73778,0.00563376,0.0563376,0,0.0024846,1.52793,0,482.892,0.111323,0.111323,0,0,0,0,0,
25,7.92745e-07,0,463.833,0,0,0.494248,12.1515,0.00587742,0.144499,0,0.00278791,3.27293,0,469.975,0.115056,0.115056,0,0,0,0,0,
47.5,1.50622e-06,0,463.843,0,0,0.515178,23.743,0.00612671,0.28235,0,0.00309916,5.00776,0,453.684,0.119035,0.119035,0,0,0,0,0,
60,1.90259e-06,0,463.849,0,0,0.524935,30.3047,0.00624297,0.360387,0,0.00324507,6.7116,0,445.495,0.121032,0.121032,0,0,0,0,0,
93.75,2.97279e-06,0,463.865,0,0,0.544389,48.6778,0.00647499,0.578918,0,0.00353983,8.44092,0,427.624,0.124851,0.124851,0,0,0,0,0,
144.375,4.5781e-06,0,463.889,0,0,0.5658,77.3214,0.00673069,0.919659,0,0.00386834,10.2329,0,407.523,0.129277,0.129277,0,0,0,0,0,
220.312,6.98606e-06,0,463.926,0,0,0.589092,122.056,0.00700939,1.45193,0,0.00422844,12.0474,0,386.8,0.134234,0.134234,0,0,0,0,0,
334.219,1.0598e-05,0,463.98,0,0,0.61406,192.001,0.00730898,2.28447,0,0.00461474,13.8191,0,367.58,0.139585,0.139585,0,0,0,0,0,
505.078,1.60159e-05,0,464.058,0,0,0.640474,301.432,0.00762714,3.58764,0,0.00502108,15.5758,0,351.89,0.145002,0.145002,0,0,0,0,0,
600,1.90259e-05,0,464.1,0,0,0.652819,363.399,0.00777624,4.32578,0,0.00521005,17.3252,0,345.802,0.147449,0.147449,0,0,0,0,0,
856.289,2.71527e-05,0,464.204,0,0,0.677225,536.964,0.0080723,6.39462,0,0.00557973,19.1368,0,338.039,0.151541,0.151541,0,0,0,0,0,
1240.72,3.93431e-05,0,464.34,0,0,0.703696,807.489,0.00839505,9.62196,0,0.00597598,20.9673,0,333.774,0.155015,0.155015,0,0,0,0,0,
1800,5.70776e-05,0,464.499,0,0,0.731592,1216.65,0.00873668,14.5082,0,0.00638975,22.869,0,332.33,0.157531,0.157531,0,0,0,0,0,
