time(s),time(year),Sn,Temperature(K),FlowCO2(mole/s),MassCO2(mole),FlowH2O(mole/s),MassH2O(mole),HeatProductionRate(MW),Energy(MJ),InjectionCO2(mole),OverPressure(MPa),CPUtime,Sn_inj,T_inj,OPw_inj,OPnw_inj,S_CO2,FlowCO2_inj,MassCO2_inj,FlowH2O_inj,MassH2O_inj
10,3.17098e-07,-nan,-nan,0,0,-0.0438273,-0.438273,-0.000566809,-0.00566809,0,-nan,1.52504,0,492.517,0.0166753,0.0166753,0,0,0,0,0,
25,7.92745e-07,-nan,-nan,0,0,-0.0369351,-0.992299,-0.000477674,-0.0128332,0,-nan,3.21545,0,492.517,0.0360898,0.0360898,0,0,0,0,0,
47.5,1.50622e-06,-nan,-nan,0,0,-0.0228477,-1.50637,-0.000295485,-0.0194816,0,-nan,5.00238,0,492.517,0.0568407,0.0568407,0,0,0,0,0,
60,1.90259e-06,-nan,-nan,0,0,-0.0143113,-1.68526,-0.000185085,-0.0217952,0,-nan,6.72377,0,492.517,0.0663859,0.0663859,0,0,0,0,0,
93.75,2.97279e-06,-nan,-nan,0,0,0.00941178,-1.36762,0.000121721,-0.0176871,0,-nan,8.42939,0,492.517,0.0834638,0.0834638,0,0,0,0,0,
144.375,4.5781e-06,-nan,-nan,0,0,0.0412154,0.718915,0.00053303,0.00929755,0,-nan,10.1236,0,492.517,0.0990996,0.0990996,0,0,0,0,0,
220.312,6.98606e-06,-nan,-nan,0,0,0.0781743,6.65528,0.00101101,0.0860713,0,-nan,11.8716,0,492.516,0.112445,0.112445,0,0,0,0,0,
334.219,1.0598e-05,-nan,-nan,0,0,0.115506,19.8122,0.00149382,0.256227,0,-nan,13.6322,0,492.516,0.123238,0.123238,0,0,0,0,0,
505.078,1.60159e-05,-nan,-nan,0,0,0.148138,45.123,0.00191584,0.583566,0,-nan,15.4499,0,492.514,0.131641,0.131641,0,0,0,0,0,
600,1.90259e-05,-nan,-nan,0,0,0.161204,60.4248,0.00208481,0.781461,0,-nan,17.2471,0,492.514,0.134951,0.134951,0,0,0,0,0,
856.289,2.71527e-05,-nan,-nan,0,0,0.178605,106.199,0.00230986,1.37345,0,-nan,19.0585,0,492.512,0.139935,0.139935,0,0,0,0,0,
1240.72,3.93431e-05,-nan,-nan,0,0,0.188373,178.616,0.00243619,2.31001,0,-nan,20.9033,0,492.509,0.144107,0.144107,0,0,0,0,0,
1800,5.70776e-05,-nan,-nan,0,0,0.191169,285.533,0.00247235,3.69273,0,-nan,22.8012,0,492.505,0.147485,0.147485,0,0,0,0,0,
2638.92,8.36795e-05,-nan,-nan,0,0,0.189559,444.557,0.00245153,5.74936,0,-nan,24.6852,0,492.5,0.150151,0.150151,0,0,0,0,0,
3600,0.000114155,-nan,-nan,0,0,0.187164,624.438,0.00242056,8.07573,0,-nan,26.6969,0,492.493,0.151816,0.151816,0,0,0,0,0,
5041.63,0.000159869,-nan,-nan,0,0,0.185695,892.141,0.00240156,11.5379,0,-nan,28.7469,0,492.483,0.153099,0.153099,0,0,0,0,0,
7204.06,0.000228439,-nan,-nan,0,0,0.187075,1296.68,0.0024194,16.7697,0,-nan,30.6921,0,492.468,0.154104,0.154104,0,0,0,0,0,
10447.7,0.000331295,-nan,-nan,0,0,0.192088,1919.75,0.00248423,24.8277,0,-nan,32.2754,0,492.446,0.154974,0.154974,0,0,0,0,0,
15583.5,0.00049415,-nan,-nan,0,0,0.199934,2946.57,0.0025857,38.1073,0,-nan,33.922,0,492.411,0.155863,0.155863,0,0,0,0,0,
23715.2,0.000752004,-nan,-nan,0,0,0.207615,4634.82,0.00268503,59.9411,0,-nan,36.0556,0,492.355,0.156798,0.156798,0,0,0,0,0,
35912.7,0.00113878,-nan,-nan,0,0,0.212203,7223.17,0.00274437,93.4155,0,-nan,38.2716,0,492.272,0.157669,0.157669,0,0,0,0,0,
43200,0.00136986,-nan,-nan,0,0,0.213439,8778.56,0.00276035,113.531,0,-nan,39.9975,0,492.223,0.158049,0.158049,0,0,0,0,0,
62512.7,0.00198227,-nan,-nan,0,0,0.213698,12905.7,0.00276369,166.905,0,-nan,41.7644,0,492.091,0.158566,0.158566,0,0,0,0,0,
86400,0.00273973,-nan,-nan,0,0,0.213271,18000.1,0.00275817,232.791,0,-nan,43.5721,0,491.93,0.158866,0.158866,0,0,0,0,0,
124222,0.00393904,-nan,-nan,0,0,0.212814,26049.1,0.00275226,336.885,0,-nan,45.4706,0,491.674,0.159042,0.159042,0,0,0,0,0,
184106,0.00583795,-nan,-nan,0,0,0.212575,38778.9,0.00274916,501.516,0,-nan,47.2155,0,491.27,0.159128,0.159128,0,0,0,0,0,
278922,0.00884456,-nan,-nan,0,0,0.212498,58927.2,0.00274817,762.088,0,-nan,48.8992,0,490.633,0.159175,0.159175,0,0,0,0,0,
429048,0.013605,-nan,-nan,0,0,0.212482,90826.4,0.00274797,1174.63,0,-nan,50.4994,0,489.632,0.159224,0.159224,0,0,0,0,0,
666748,0.0211424,-nan,-nan,0,0,0.21248,141333,0.00274794,1827.81,0,-nan,52.128,0,488.062,0.159301,0.159301,0,0,0,0,0,
864000,0.0273973,-nan,-nan,0,0,0.21248,183245,0.00274794,2369.85,0,-nan,53.693,0,486.771,0.159367,0.159367,0,0,0,0,0,
