time(s),time(year),Sn,Temperature(K),FlowCO2(mole/s),MassCO2(mole),FlowH2O(mole/s),MassH2O(mole),HeatProductionRate(MW),Energy(MJ),InjectionCO2(mole),OverPressure(MPa),CPUtime,Sn_inj,T_inj,OPw_inj,OPnw_inj,S_CO2,FlowCO2_inj,MassCO2_inj,FlowH2O_inj,MassH2O_inj
10,3.17098e-07,0,463.826,0,0,0.480777,4.80777,0.00571699,0.0571699,0,0.00259723,1.52504,0,481.92,0.102963,0.102963,0,0,0,0,0,
25,7.92745e-07,0,463.833,0,0,0.501471,12.3298,0.00596332,0.14662,0,0.00290417,3.21545,0,467.815,0.106913,0.106913,0,0,0,0,0,
47.5,1.50622e-06,0,463.844,0,0,0.522571,24.0877,0.00621465,0.286449,0,0.00321818,5.00238,0,450.21,0.111271,0.111271,0,0,0,0,0,
60,1.90259e-06,0,463.849,0,0,0.532411,30.7428,0.0063319,0.365598,0,0.00336542,6.72377,0,441.422,0.113507,0.113507,0,0,0,0,0,
93.75,2.97279e-06,0,463.866,0,0,0.552269,49.3819,0.00656874,0.587293,0,0.00366667,8.42939,0,422.55,0.117922,0.117922,0,0,0,0,0,
144.375,4.5781e-06,0,463.89,0,0,0.574806,78.4815,0.00683787,0.93346,0,0.00401326,10.1236,0,401.797,0.123199,0.123199,0,0,0,0,0,
220.312,6.98606e-06,0,463.927,0,0,0.600661,124.094,0.00714712,1.47619,0,0.00441451,11.8716,0,381.004,0.129199,0.129199,0,0,0,0,0,
334.219,1.0598e-05,0,463.983,0,0,0.630481,195.91,0.00750458,2.33101,0,0.00487867,13.6322,0,362.349,0.135644,0.135644,0,0,0,0,0,
505.078,1.60159e-05,0,464.064,0,0,0.664776,309.493,0.00791686,3.68368,0,0.00541129,15.4499,0,347.664,0.142016,0.142016,0,0,0,0,0,
600,1.90259e-05,0,464.108,0,0,0.681511,374.183,0.00811844,4.4543,0,0.00567053,17.2471,0,342.09,0.144833,0.144833,0,0,0,0,0,
856.289,2.71527e-05,0,464.219,0,0,0.716759,557.881,0.00854432,6.64412,0,0.00621334,19.0585,0,335.28,0.149416,0.149416,0,0,0,0,0,
1240.72,3.93431e-05,0,464.363,0,0,0.756826,848.83,0.00903022,10.1156,0,0.0068261,20.9033,0,331.782,0.153172,0.153172,0,0,0,0,0,
1800,5.70776e-05,0,464.53,0,0,0.800114,1296.32,0.0095568,15.4605,0,0.00748495,22.8012,0,330.802,0.15581,0.15581,0,0,0,0,0,
2638.92,8.36795e-05,0,464.7,0,0,0.84738,2007.2,0.0101323,23.9607,0,0.00820508,24.6852,0,331.115,0.157479,0.157479,0,0,0,0,0,
3600,0.000114155,0,464.824,0,0,0.888503,2861.12,0.0106324,34.1793,0,0.00883603,26.6969,0,331.651,0.15833,0.15833,0,0,0,0,0,
5041.63,0.000159869,0,464.927,0,0,0.934203,4207.89,0.0111865,50.306,0,0.00954504,28.7469,0,332.165,0.15891,0.15891,0,0,0,0,0,
7204.06,0.000228439,0,465.005,0,0,0.983616,6334.9,0.0117839,75.788,0,0.0103196,30.6921,0,332.585,0.159372,0.159372,0,0,0,0,0,
10447.7,0.000331295,0,465.065,0,0,1.03549,9693.69,0.0124102,116.042,0,0.0111381,32.2754,0,332.968,0.15982,0.15982,0,0,0,0,0,
15583.5,0.00049415,0,465.118,0,0,1.09016,15292.5,0.0130698,183.166,0,0.0120033,33.922,0,333.395,0.160335,0.160335,0,0,0,0,0,
23715.2,0.000752004,0,465.166,0,0,1.14391,24594.4,0.0137182,294.718,0,0.0128546,36.0556,0,333.877,0.160909,0.160909,0,0,0,0,0,
35912.7,0.00113878,0,465.205,0,0,1.1899,39108.2,0.0142732,468.815,0,0.0135834,38.2716,0,334.341,0.16145,0.16145,0,0,0,0,0,
43200,0.00136986,0,465.221,0,0,1.20937,47921.2,0.0145083,574.542,0,0.013892,39.9975,0,334.55,0.161689,0.161689,0,0,0,0,0,
62512.7,0.00198227,0,465.243,0,0,1.2351,71774.3,0.0148189,860.736,0,0.0142996,41.7644,0,334.834,0.162017,0.162017,0,0,0,0,0,
86400,0.00273973,0,465.255,0,0,1.24957,101623,0.0149937,1218.9,0,0.0145286,43.5721,0,334.991,0.162209,0.162209,0,0,0,0,0,
124222,0.00393904,0,465.263,0,0,1.25747,149182,0.0150893,1789.59,0,0.0146535,45.4706,0,335.066,0.162321,0.162321,0,0,0,0,0,
184106,0.00583795,0,465.267,0,0,1.26035,224658,0.0151243,2695.3,0,0.0146987,47.2155,0,335.069,0.162375,0.162375,0,0,0,0,0,
278922,0.00884456,0,465.271,0,0,1.26057,344180,0.0151273,4129.62,0,0.0147012,48.8992,0,335.021,0.162405,0.162405,0,0,0,0,0,
429048,0.013605,0,465.276,0,0,1.25957,533274,0.0151158,6398.89,0,0.014684,50.4994,0,334.93,0.162435,0.162435,0,0,0,0,0,
666748,0.0211424,0,465.284,0,0,1.25773,832235,0.0150944,9986.82,0,0.0146527,52.128,0,334.784,0.162478,0.162478,0,0,0,0,0,
864000,0.0273973,0,465.29,0,0,1.25619,1.08002e+06,0.0150766,12960.7,0,0.0146266,53.693,0,334.663,0.162513,0.162513,0,0,0,0,0,
1.24036e+06,0.0393315,0,465.302,0,0,1.2533,1.55171e+06,0.015043,18622.3,0,0.0145775,55.3672,0,334.434,0.16258,0.16258,0,0,0,0,0,
1.83626e+06,0.0582273,0,465.321,0,0,1.24883,2.29589e+06,0.014991,27555.4,0,0.0145014,57.0495,0,334.077,0.162682,0.162682,0,0,0,0,0,
2.592e+06,0.0821918,0,465.343,0,0,1.24331,3.23551e+06,0.0149269,38836.3,0,0.0144077,58.6677,0,333.635,0.162809,0.162809,0,0,0,0,0,
