time(s),time(year),Sn,Temperature(K),FlowCO2(mole/s),MassCO2(mole),FlowH2O(mole/s),MassH2O(mole),HeatProductionRate(MW),Energy(MJ),InjectionCO2(mole),OverPressure(MPa),CPUtime,Sn_inj,T_inj,OPw_inj,OPnw_inj,S_CO2,FlowCO2_inj,MassCO2_inj,FlowH2O_inj,MassH2O_inj
10,3.17098e-07,-nan,-nan,0,0,-0.0438273,-0.438273,-0.000566809,-0.00566809,0,-nan,1.48077,0,492.517,0.0172575,0.0172575,0,0,0,0,0,
25,7.92745e-07,-nan,-nan,0,0,-0.0369351,-0.992299,-0.000477674,-0.0128332,0,-nan,3.15269,0,492.517,0.0373073,0.0373073,0,0,0,0,0,
47.5,1.50622e-06,-nan,-nan,0,0,-0.0228478,-1.50637,-0.000295486,-0.0194816,0,-nan,4.85869,0,492.517,0.0586684,0.0586684,0,0,0,0,0,
60,1.90259e-06,-nan,-nan,0,0,-0.0143114,-1.68527,-0.000185086,-0.0217952,0,-nan,6.5369,0,492.517,0.0684695,0.0684695,0,0,0,0,0,
93.75,2.97279e-06,-nan,-nan,0,0,0.00941067,-1.36766,0.000121706,-0.0176876,0,-nan,8.19793,0,492.517,0.0858913,0.0858913,0,0,0,0,0,
144.375,4.5781e-06,-nan,-nan,0,0,0.0412041,0.718304,0.000532884,0.00928965,0,-nan,9.92537,0,492.517,0.101664,0.101664,0,0,0,0,0,
220.312,6.98606e-06,-nan,-nan,0,0,0.0780937,6.64854,0.00100997,0.0859841,0,-nan,11.674,0,492.516,0.114915,0.114915,0,0,0,0,0,
334.219,1.0598e-05,-nan,-nan,0,0,0.115098,19.7589,0.00148854,0.255538,0,-nan,13.3973,0,492.516,0.125434,0.125434,0,0,0,0,0,
505.078,1.60159e-05,-nan,-nan,0,0,0.146649,44.8153,0.00189658,0.579586,0,-nan,15.162,0,492.514,0.13347,0.13347,0,0,0,0,0,
600,1.90259e-05,-nan,-nan,0,0,0.158939,59.902,0.00205552,0.7747,0,-nan,16.9219,0,492.514,0.136603,0.136603,0,0,0,0,0,
856.289,2.71527e-05,-nan,-nan,0,0,0.173541,104.379,0.00224437,1.34991,0,-nan,18.696,0,492.512,0.14123,0.14123,0,0,0,0,0,
1240.72,3.93431e-05,-nan,-nan,0,0,0.178996,173.191,0.00231492,2.23984,0,-nan,20.528,0,492.509,0.145021,0.145021,0,0,0,0,0,
1800,5.70776e-05,-nan,-nan,0,0,0.176936,272.147,0.00228828,3.51963,0,-nan,22.4199,0,492.506,0.147993,0.147993,0,0,0,0,0,
2638.92,8.36795e-05,-nan,-nan,0,0,0.171392,415.931,0.00221659,5.37916,0,-nan,24.2872,0,492.5,0.150193,0.150193,0,0,0,0,0,
3600,0.000114155,-nan,-nan,0,0,0.16743,576.845,0.00216534,7.46023,0,-nan,26.1781,0,492.493,0.151432,0.151432,0,0,0,0,0,
5041.63,0.000159869,-nan,-nan,0,0,0.166683,817.14,0.00215569,10.5679,0,-nan,28.0621,0,492.483,0.152249,0.152249,0,0,0,0,0,
7204.06,0.000228439,-nan,-nan,0,0,0.171091,1187.11,0.00221269,15.3527,0,-nan,29.5625,0,492.468,0.152793,0.152793,0,0,0,0,0,
10627.9,0.000337009,-nan,-nan,0,0,0.180924,1806.57,0.00233987,23.3641,0,-nan,31.0987,0,492.445,0.153237,0.153237,0,0,0,0,0,
16049,0.000508912,-nan,-nan,0,0,0.193363,2854.82,0.00250074,36.9209,0,-nan,32.6576,0,492.407,0.153655,0.153655,0,0,0,0,0,
24632.5,0.000781091,-nan,-nan,0,0,0.203957,4605.47,0.00263776,59.5619,0,-nan,34.2064,0,492.348,0.154049,0.154049,0,0,0,0,0,
38222.9,0.00121204,-nan,-nan,0,0,0.210027,7459.82,0.00271625,96.477,0,-nan,35.8026,0,492.255,0.15439,0.15439,0,0,0,0,0,
43200,0.00136986,-nan,-nan,0,0,0.211321,8511.59,0.00273299,110.079,0,-nan,37.3333,0,492.221,0.154482,0.154482,0,0,0,0,0,
64718.2,0.0020522,-nan,-nan,0,0,0.212479,13083.7,0.00274796,169.21,0,-nan,38.8437,0,492.073,0.154657,0.154657,0,0,0,0,0,
86400,0.00273973,-nan,-nan,0,0,0.212635,17694.1,0.00274999,228.835,0,-nan,40.3665,0,491.925,0.154738,0.154738,0,0,0,0,0,
120730,0.00382831,-nan,-nan,0,0,0.212596,24992.4,0.00274947,323.223,0,-nan,41.8918,0,491.69,0.154788,0.154788,0,0,0,0,0,
175085,0.0055519,-nan,-nan,0,0,0.212554,36545.7,0.00274893,472.642,0,-nan,43.4609,0,491.32,0.15482,0.15482,0,0,0,0,0,
261147,0.00828091,-nan,-nan,0,0,0.212539,54837.3,0.00274874,709.204,0,-nan,45.0664,0,490.735,0.15485,0.15485,0,0,0,0,0,
397412,0.0126019,-nan,-nan,0,0,0.212536,83798.6,0.0027487,1083.76,0,-nan,46.6351,0,489.816,0.154892,0.154892,0,0,0,0,0,
613165,0.0194433,-nan,-nan,0,0,0.212535,129654,0.00274869,1676.8,0,-nan,48.1881,0,488.373,0.154963,0.154963,0,0,0,0,0,
864000,0.0273973,-nan,-nan,0,0,0.212535,182965,0.00274869,2366.26,0,-nan,49.7409,0,486.715,0.15505,0.15505,0,0,0,0,0,
