time(s),time(year),Sn,Temperature(K),FlowCO2(mole/s),MassCO2(mole),FlowH2O(mole/s),MassH2O(mole),HeatProductionRate(MW),Energy(MJ),InjectionCO2(mole),OverPressure(MPa),CPUtime,Sn_inj,T_inj,OPw_inj,OPnw_inj,S_CO2,FlowCO2_inj,MassCO2_inj,FlowH2O_inj,MassH2O_inj
10,3.17098e-07,-nan,-nan,0,0,-0.0438273,-0.438273,-0.000566809,-0.00566809,0,-nan,1.62958,0,492.517,0.0167165,0.0167165,0,0,0,0,0,
25,7.92745e-07,-nan,-nan,0,0,-0.0369351,-0.992299,-0.000477674,-0.0128332,0,-nan,3.46298,0,492.517,0.0362205,0.0362205,0,0,0,0,0,
47.5,1.50622e-06,-nan,-nan,0,0,-0.0228478,-1.50637,-0.000295486,-0.0194816,0,-nan,5.29526,0,492.517,0.0571279,0.0571279,0,0,0,0,0,
60,1.90259e-06,-nan,-nan,0,0,-0.0143114,-1.68527,-0.000185087,-0.0217952,0,-nan,7.16721,0,492.517,0.0667616,0.0667616,0,0,0,0,0,
93.75,2.97279e-06,-nan,-nan,0,0,0.00940999,-1.36768,0.000121697,-0.0176879,0,-nan,9.01824,0,492.517,0.0840651,0.0840651,0,0,0,0,0,
144.375,4.5781e-06,-nan,-nan,0,0,0.041198,0.717967,0.000532805,0.00928529,0,-nan,10.9202,0,492.517,0.0999785,0.0999785,0,0,0,0,0,
220.312,6.98606e-06,-nan,-nan,0,0,0.0780555,6.64531,0.00100948,0.0859423,0,-nan,12.8283,0,492.516,0.113624,0.113624,0,0,0,0,0,
334.219,1.0598e-05,-nan,-nan,0,0,0.11494,19.7377,0.0014865,0.255264,0,-nan,14.7867,0,492.516,0.124713,0.124713,0,0,0,0,0,
505.078,1.60159e-05,-nan,-nan,0,0,0.146211,44.7192,0.00189092,0.578344,0,-nan,16.7082,0,492.514,0.133398,0.133398,0,0,0,0,0,
600,1.90259e-05,-nan,-nan,0,0,0.158333,59.7485,0.00204768,0.772714,0,-nan,18.6494,0,492.514,0.136832,0.136832,0,0,0,0,0,
856.289,2.71527e-05,-nan,-nan,0,0,0.172653,103.997,0.00223288,1.34498,0,-nan,20.6238,0,492.512,0.142041,0.142041,0,0,0,0,0,
1240.72,3.93431e-05,-nan,-nan,0,0,0.178259,172.526,0.00230539,2.23125,0,-nan,22.6409,0,492.509,0.146448,0.146448,0,0,0,0,0,
1800,5.70776e-05,-nan,-nan,0,0,0.177161,271.609,0.00229119,3.51266,0,-nan,24.743,0,492.506,0.150089,0.150089,0,0,0,0,0,
2638.92,8.36795e-05,-nan,-nan,0,0,0.173389,417.067,0.00224241,5.39385,0,-nan,26.8358,0,492.5,0.153089,0.153089,0,0,0,0,0,
3600,0.000114155,-nan,-nan,0,0,0.171122,581.53,0.00221309,7.52081,0,-nan,28.9679,0,492.493,0.155094,0.155094,0,0,0,0,0,
5041.63,0.000159869,-nan,-nan,0,0,0.171913,829.363,0.00222332,10.726,0,-nan,31.1237,0,492.483,0.156817,0.156817,0,0,0,0,0,
7204.06,0.000228439,-nan,-nan,0,0,0.177215,1212.58,0.00229189,15.6821,0,-nan,33.4089,0,492.469,0.15835,0.15835,0,0,0,0,0,
10447.7,0.000331295,-nan,-nan,0,0,0.186632,1817.95,0.0024137,23.5113,0,-nan,35.7521,0,492.447,0.159797,0.159797,0,0,0,0,0,
15313.2,0.000485579,-nan,-nan,0,0,0.197728,2779.99,0.00255719,35.9533,0,-nan,38.0879,0,492.414,0.161227,0.161227,0,0,0,0,0,
22611.4,0.000717004,-nan,-nan,0,0,0.207117,4291.58,0.00267862,55.5025,0,-nan,40.3705,0,492.365,0.162656,0.162656,0,0,0,0,0,
33558.8,0.00106414,-nan,-nan,0,0,0.212546,6618.4,0.00274883,85.5949,0,-nan,42.757,0,492.291,0.164038,0.164038,0,0,0,0,0,
43200,0.00136986,-nan,-nan,0,0,0.214147,8683.04,0.00276953,112.296,0,-nan,44.5995,0,492.227,0.164886,0.164886,0,0,0,0,0,
60533.3,0.0019195,-nan,-nan,0,0,0.21417,12395.3,0.00276982,160.307,0,-nan,46.6261,0,492.112,0.165763,0.165763,0,0,0,0,0,
86400,0.00273973,-nan,-nan,0,0,0.213426,17915.9,0.00276019,231.704,0,-nan,48.7115,0,491.94,0.166398,0.166398,0,0,0,0,0,
127356,0.00403842,-nan,-nan,0,0,0.212738,26628.8,0.00275129,344.385,0,-nan,50.6546,0,491.669,0.166777,0.166777,0,0,0,0,0,
192202,0.00609469,-nan,-nan,0,0,0.212389,40401.4,0.00274677,522.503,0,-nan,52.6047,0,491.241,0.166948,0.166948,0,0,0,0,0,
294875,0.00935044,-nan,-nan,0,0,0.212275,62196.4,0.00274531,804.373,0,-nan,54.6183,0,490.567,0.167013,0.167013,0,0,0,0,0,
457442,0.0145054,-nan,-nan,0,0,0.212251,96701.3,0.002745,1250.62,0,-nan,56.5852,0,489.508,0.167048,0.167048,0,0,0,0,0,
714838,0.0226674,-nan,-nan,0,0,0.212248,151333,0.00274496,1957.16,0,-nan,58.5304,0,487.849,0.167097,0.167097,0,0,0,0,0,
864000,0.0273973,-nan,-nan,0,0,0.212248,182992,0.00274495,2366.6,0,-nan,60.5429,0,486.893,0.167126,0.167126,0,0,0,0,0,
1.27154e+06,0.0403204,-nan,-nan,0,0,0.212247,269493,0.00274495,3485.29,0,-nan,62.5047,0,484.329,0.167196,0.167196,0,0,0,0,0,
1.91682e+06,0.0607821,-nan,-nan,0,0,0.212247,406451,0.00274495,5256.55,0,-nan,64.4455,0,480.378,0.167317,0.167317,0,0,0,0,0,
2.592e+06,0.0821918,-nan,-nan,0,0,0.212246,549755,0.00274495,7109.87,0,-nan,66.5112,0,476.361,0.167449,0.167449,0,0,0,0,0,
3.66103e+06,0.11609,-nan,-nan,0,0,0.212246,776652,0.00274495,10044.3,0,-nan,68.6143,0,470.28,0.167662,0.167662,0,0,0,0,0,
5.35366e+06,0.169763,-nan,-nan,0,0,0.212245,1.1359e+06,0.00274495,14690.5,0,-nan,71.2379,0,461.302,0.168015,0.168015,0,0,0,0,0,
7.776e+06,0.246575,-nan,-nan,0,0,0.212244,1.65003e+06,0.00274495,21339.7,0,-nan,73.7927,0,449.651,0.168546,0.168546,0,0,0,0,0,
1.14095e+07,0.361793,-nan,-nan,0,0,0.212243,2.42122e+06,0.00274495,31313.5,0,-nan,76.4366,0,434.484,0.169372,0.169372,0,0,0,0,0,
1.5552e+07,0.493151,-nan,-nan,0,0,0.212242,3.30043e+06,0.00274497,42684.5,0,-nan,79.1051,0,419.72,0.170337,0.170337,0,0,0,0,0,
2.17657e+07,0.690187,-nan,-nan,0,0,0.21224,4.61923e+06,0.00274499,59741.1,0,-nan,81.9688,0,402.02,0.171726,0.171726,0,0,0,0,0,
3.10863e+07,0.985741,-nan,-nan,0,0,0.212239,6.59743e+06,0.00274504,85326.5,0,-nan,84.9273,0,382.556,0.173586,0.173586,0,0,0,0,0,
