time(s),time(year),Sn,Temperature(K),FlowCO2(mole/s),MassCO2(mole),FlowH2O(mole/s),MassH2O(mole),HeatProductionRate(MW),Energy(MJ),InjectionCO2(mole),OverPressure(MPa),CPUtime,Sn_inj,T_inj,OPw_inj,OPnw_inj,S_CO2,FlowCO2_inj,MassCO2_inj,FlowH2O_inj,MassH2O_inj
10,3.17098e-07,0,463.827,0,0,0.492344,4.92344,0.00585454,0.0585454,0,0.00278337,1.65525,0,483.629,0.1176,0.1176,0,0,0,0,0,
25,7.92745e-07,0,463.834,0,0,0.524317,12.7882,0.00623501,0.152071,0,0.00327187,3.53647,0,471.813,0.122329,0.122329,0,0,0,0,0,
47.5,1.50622e-06,0,463.845,0,0,0.557212,25.3255,0.00662666,0.301171,0,0.00377575,5.42243,0,457.016,0.127127,0.127127,0,0,0,0,0,
60,1.90259e-06,0,463.851,0,0,0.57255,32.4824,0.00680934,0.386287,0,0.00401149,6.85184,0,449.587,0.129428,0.129428,0,0,0,0,0,
95.625,3.03225e-06,0,463.87,0,0,0.604247,54.0086,0.00718716,0.64233,0,0.00450258,8.68023,0,432.608,0.13384,0.13384,0,0,0,0,0,
149.062,4.72674e-06,0,463.899,0,0,0.638154,88.11,0.00759185,1.04802,0,0.0050316,10.5336,0,413.513,0.138509,0.138509,0,0,0,0,0,
229.219,7.26848e-06,0,463.942,0,0,0.673402,142.087,0.00801341,1.69034,0,0.00558308,12.3729,0,393.616,0.143263,0.143263,0,0,0,0,0,
349.453,1.10811e-05,0,464.008,0,0,0.708682,227.295,0.00843674,2.70473,0,0.00613338,14.2903,0,374.731,0.147972,0.147972,0,0,0,0,0,
529.805,1.68e-05,0,464.102,0,0,0.742582,361.221,0.00884561,4.30005,0,0.00665683,16.1921,0,358.759,0.15246,0.15246,0,0,0,0,0,
600,1.90259e-05,0,464.138,0,0,0.753658,414.124,0.0089796,4.93038,0,0.00682681,18.0944,0,353.911,0.153954,0.153954,0,0,0,0,0,
870.527,2.76042e-05,0,464.264,0,0,0.780938,625.389,0.00931203,7.44954,0,0.0072377,20.0455,0,344.672,0.157431,0.157431,0,0,0,0,0,
1276.32,4.04718e-05,0,464.42,0,0,0.805852,952.397,0.00961867,11.3527,0,0.00760332,22.0187,0,339.267,0.160481,0.160481,0,0,0,0,0,
1800,5.70776e-05,0,464.575,0,0,0.825473,1384.68,0.00986254,16.5175,0,0.00788345,24.0202,0,337.264,0.1627,0.1627,0,0,0,0,0,
2585.52,8.19864e-05,0,464.728,0,0,0.842469,2046.46,0.0100753,24.4319,0,0.0081208,26.0556,0,337.219,0.164398,0.164398,0,0,0,0,0,
3600,0.000114155,0,464.841,0,0,0.855273,2914.12,0.0102358,34.8159,0,0.00829925,28.133,0,337.978,0.16548,0.16548,0,0,0,0,0,
5121.72,0.000162409,0,464.919,0,0,0.866447,4232.6,0.0103746,50.6032,0,0.00845939,30.2286,0,338.879,0.166213,0.166213,0,0,0,0,0,
7404.29,0.000234789,0,464.964,0,0,0.877411,6235.36,0.0105089,74.5904,0,0.00862445,31.9132,0,339.598,0.166706,0.166706,0,0,0,0,0,
11018.4,0.00034939,0,464.989,0,0,0.891137,9456,0.010675,113.171,0,0.00883885,33.5934,0,340.152,0.167096,0.167096,0,0,0,0,0,
16740.7,0.000530843,0,465.009,0,0,0.909622,14661.1,0.0108978,175.531,0,0.00913111,35.3096,0,340.63,0.167455,0.167455,0,0,0,0,0,
25800.9,0.000818143,0,465.031,0,0,0.932197,23107.1,0.0111698,276.732,0,0.00948867,37.0259,0,341.077,0.167798,0.167798,0,0,0,0,0,
40146.4,0.00127303,0,465.054,0,0,0.955148,36809.1,0.0114465,440.937,0,0.00985205,38.8755,0,341.465,0.168097,0.168097,0,0,0,0,0,
43200,0.00136986,0,465.059,0,0,0.959498,39739.1,0.0114989,476.05,0,0.00992091,40.5586,0,341.536,0.168152,0.168152,0,0,0,0,0,
65913.6,0.00209011,0,465.076,0,0,0.976013,61907.9,0.0116981,741.756,0,0.0101822,42.3482,0,341.781,0.168346,0.168346,0,0,0,0,0,
86400,0.00273973,0,465.084,0,0,0.983947,82065.4,0.0117938,983.369,0,0.0103076,44.1808,0,341.888,0.168438,0.168438,0,0,0,0,0,
122363,0.00388011,0,465.091,0,0,0.989358,117646,0.0118592,1409.86,0,0.010393,45.9669,0,341.945,0.168503,0.168503,0,0,0,0,0,
179305,0.00568573,0,465.095,0,0,0.99164,174112,0.0118869,2086.72,0,0.0104287,47.8361,0,341.941,0.16854,0.16854,0,0,0,0,0,
269463,0.00854462,0,465.099,0,0,0.99195,263544,0.0118909,3158.78,0,0.0104328,49.6261,0,341.888,0.168562,0.168562,0,0,0,0,0,
412213,0.0130712,0,465.104,0,0,0.991253,405045,0.0118829,4855.06,0,0.0104206,51.4136,0,341.787,0.168585,0.168585,0,0,0,0,0,
638234,0.0202383,0,465.111,0,0,0.989871,628777,0.0118668,7537.21,0,0.0103969,53.2239,0,341.623,0.168617,0.168617,0,0,0,0,0,
864000,0.0273973,0,465.118,0,0,0.988476,851941,0.0118506,10212.7,0,0.010373,55.0894,0,341.46,0.16865,0.16865,0,0,0,0,0,
1.22187e+06,0.0387451,0,465.129,0,0,0.986284,1.2049e+06,0.0118252,14444.5,0,0.0103355,56.937,0,341.204,0.1687,0.1687,0,0,0,0,0,
