time(s),time(year),Sn,Temperature(K),FlowCO2(mole/s),MassCO2(mole),FlowH2O(mole/s),MassH2O(mole),HeatProductionRate(MW),Energy(MJ),InjectionCO2(mole),OverPressure(MPa),CPUtime,Sn_inj,T_inj,OPw_inj,OPnw_inj,S_CO2,FlowCO2_inj,MassCO2_inj,FlowH2O_inj,MassH2O_inj
10,3.17098e-07,0,463.372,0,0,-0.344522,-3.44522,-0.00444895,-0.0444895,0,0.00059059,1.68988,0,492.517,0.0170157,0.0170157,0,0,0,0,0,
25,7.92745e-07,0,463.372,0,0,-0.29943,-7.93668,-0.00386666,-0.102489,0,0.00102156,3.55066,0,492.517,0.0367606,0.0367606,0,0,0,0,0,
47.5,1.50622e-06,0,463.372,0,0,-0.250913,-13.5822,-0.00324013,-0.175392,0,0.00108346,5.46063,0,492.517,0.0577222,0.0577222,0,0,0,0,0,
60,1.90259e-06,0,463.372,0,0,-0.228579,-16.4395,-0.00295173,-0.212289,0,0.000995124,7.3519,0,492.517,0.0673132,0.0673132,0,0,0,0,0,
93.75,2.97279e-06,0,463.372,0,0,-0.188166,-22.7901,-0.00242986,-0.294297,0,0.000434717,9.27609,0,492.517,0.0842209,0.0842209,0,0,0,0,0,
144.375,4.5781e-06,0,463.372,0,0,-0.150807,-30.4247,-0.00194743,-0.392885,0,-0.000439692,11.2404,0,492.517,0.0993265,0.0993265,0,0,0,0,0,
220.312,6.98606e-06,0,463.372,0,0,-0.118906,-39.4541,-0.00153548,-0.509486,0,-0.00137704,13.2051,0,492.516,0.111767,0.111767,0,0,0,0,0,
334.219,1.0598e-05,0,463.372,0,0,-0.0937239,-50.1298,-0.00121029,-0.647346,0,-0.00209956,15.2173,0,492.516,0.121379,0.121379,0,0,0,0,0,
505.078,1.60159e-05,0,463.372,0,0,-0.0757586,-63.0739,-0.0009783,-0.814498,0,-0.00243563,17.2077,0,492.514,0.12852,0.12852,0,0,0,0,0,
600,1.90259e-05,0,463.372,0,0,-0.0693683,-69.6585,-0.00089578,-0.899527,0,-0.00248376,19.1784,0,492.514,0.13127,0.13127,0,0,0,0,0,
856.289,2.71527e-05,0,463.372,0,0,-0.0631615,-85.8461,-0.00081563,-1.10856,0,-0.00225042,21.2718,0,492.512,0.135425,0.135425,0,0,0,0,0,
1240.72,3.93431e-05,0,463.372,0,0,-0.0635467,-110.276,-0.000820604,-1.42403,0,-0.00168886,23.3318,0,492.509,0.139123,0.139123,0,0,0,0,0,
1800,5.70776e-05,0,463.372,0,0,-0.0704271,-149.664,-0.000909453,-1.93267,0,-0.000856227,25.4489,0,492.505,0.142407,0.142407,0,0,0,0,0,
2638.92,8.36795e-05,0,463.372,0,0,-0.0818703,-218.346,-0.00105723,-2.81959,0,0.00019403,27.5699,0,492.5,0.145194,0.145194,0,0,0,0,0,
3600,0.000114155,0,463.372,0,0,-0.0918957,-306.666,-0.00118669,-3.9601,0,0.00114136,29.7103,0,492.493,0.146969,0.146969,0,0,0,0,0,
5041.63,0.000159869,0,463.372,0,0,-0.0998316,-450.585,-0.00128917,-5.8186,0,0.0021644,31.9001,0,492.483,0.148279,0.148279,0,0,0,0,0,
7204.06,0.000228439,0,463.372,0,0,-0.102513,-672.263,-0.00132379,-8.68122,0,0.00319069,33.6659,0,492.468,0.149206,0.149206,0,0,0,0,0,
10627.9,0.000337009,0,463.372,0,0,-0.0986675,-1010.09,-0.00127414,-13.0437,0,0.00420031,35.3946,0,492.444,0.149957,0.149957,0,0,0,0,0,
16049,0.000508912,0,463.372,0,0,-0.0904477,-1500.41,-0.00116799,-19.3755,0,0.00513565,37.23,0,492.407,0.150667,0.150667,0,0,0,0,0,
24632.5,0.000781091,0,463.372,0,0,-0.0825396,-2208.89,-0.00106587,-28.5243,0,0.00595246,39.0467,0,492.347,0.151374,0.151374,0,0,0,0,0,
38222.9,0.00121204,0,463.372,0,0,-0.0782197,-3271.93,-0.00101008,-42.2518,0,0.00660658,40.9015,0,492.254,0.152024,0.152024,0,0,0,0,0,
43200,0.00136986,0,463.372,0,0,-0.0773886,-3657.1,-0.00099935,-47.2257,0,0.00678791,42.7287,0,492.219,0.152209,0.152209,0,0,0,0,0,
64718.2,0.0020522,0,463.372,0,0,-0.0771785,-5317.84,-0.000996636,-68.6715,0,0.00713836,44.5153,0,492.072,0.152586,0.152586,0,0,0,0,0,
86400,0.00273973,0,463.372,0,0,-0.077501,-6998.2,-0.0010008,-90.3706,0,0.00729912,46.3449,0,491.923,0.152767,0.152767,0,0,0,0,0,
120730,0.00382831,0,463.372,0,0,-0.0778356,-9670.26,-0.00100512,-124.876,0,0.00738624,48.0994,0,491.688,0.152878,0.152878,0,0,0,0,0,
175085,0.0055519,0,463.372,0,0,-0.0780081,-13910.4,-0.00100735,-179.631,0,0.00741614,49.888,0,491.316,0.152938,0.152938,0,0,0,0,0,
261147,0.00828091,0,463.372,0,0,-0.0780627,-20628.7,-0.00100805,-266.386,0,0.00741443,51.6308,0,490.73,0.15298,0.15298,0,0,0,0,0,
397412,0.0126019,0,463.372,0,0,-0.078074,-31267.4,-0.0010082,-403.769,0,0.00739668,53.419,0,489.808,0.15303,0.15303,0,0,0,0,0,
613165,0.0194433,0,463.372,0,0,-0.0780758,-48112.5,-0.00100823,-621.297,0,0.00736575,55.2067,0,488.363,0.153111,0.153111,0,0,0,0,0,
864000,0.0273973,0,463.372,0,0,-0.0780763,-67696.8,-0.00100823,-874.197,0,0.00732987,57.0213,0,486.7,0.153211,0.153211,0,0,0,0,0,
1.26115e+06,0.039991,0,463.373,0,0,-0.078077,-98705.4,-0.00100824,-1274.63,0,0.00727384,58.8921,0,484.114,0.15336,0.15336,0,0,0,0,0,
1.88998e+06,0.059931,0,463.374,0,0,-0.0780779,-147803,-0.00100826,-1908.65,0,0.00718704,60.7208,0,480.13,0.153604,0.153604,0,0,0,0,0,
2.592e+06,0.0821918,0,463.376,0,0,-0.078079,-202616,-0.00100828,-2616.48,0,0.00709252,62.5494,0,475.816,0.153879,0.153879,0,0,0,0,0,
3.70353e+06,0.117438,0,463.38,0,0,-0.0780807,-289405,-0.00100831,-3737.24,0,0.00694855,64.3351,0,469.306,0.154318,0.154318,0,0,0,0,0,
5.46344e+06,0.173245,0,463.388,0,0,-0.0780833,-426825,-0.00100835,-5511.85,0,0.00673317,66.1909,0,459.736,0.155021,0.155021,0,0,0,0,0,
7.776e+06,0.246575,0,463.403,0,0,-0.0780866,-607404,-0.00100841,-7843.85,0,0.0064697,68.5048,0,448.313,0.155957,0.155957,0,0,0,0,0,
1.12448e+07,0.356571,0,463.431,0,0,-0.0780913,-878290,-0.00100849,-11342.1,0,0.00611158,70.7942,0,433.406,0.15735,0.15735,0,0,0,0,0,
1.5552e+07,0.493151,0,463.474,0,0,-0.0780969,-1.21467e+06,-0.00100859,-15686.3,0,0.00571388,73.1463,0,417.758,0.159043,0.159043,0,0,0,0,0,
2.20127e+07,0.69802,0,463.551,0,0,-0.0781048,-1.71928e+06,-0.00100872,-22203.4,0,0.00519979,75.501,0,399.249,0.161386,0.161386,0,0,0,0,0,
3.1104e+07,0.986301,0,463.674,0,0,-0.0781153,-2.42945e+06,-0.00100891,-31375.6,0,0.00459597,77.791,0,380.173,0.164233,0.164233,0,0,0,0,0,
4.1104e+07,1.3034,0,463.819,0,0,-0.0781261,-3.21071e+06,-0.0010091,-41466.6,0,0.00403792,80.0613,0,365.03,0.166833,0.166833,0,0,0,0,0,
5.1104e+07,1.6205,0,463.968,0,0,-0.0781364,-3.99207e+06,-0.00100928,-51559.3,0,0.00356055,82.3601,0,353.964,0.168951,0.168951,0,0,0,0,0,
6.1104e+07,1.9376,0,464.116,0,0,-0.0781462,-4.77353e+06,-0.00100945,-61653.8,0,0.00314626,84.7011,0,345.768,0.170658,0.170658,0,0,0,0,0,
6.2208e+07,1.9726,0,464.132,0,0,-0.0781473,-4.85981e+06,-0.00100947,-62768.3,0,0.00310119,86.5253,0,344.897,0.170846,0.170846,0,0,0,0,0,
7.2208e+07,2.2897,0,464.277,0,0,-0.0781567,-5.64138e+06,-0.00100963,-72864.5,0,0.00274224,88.8325,0,338.952,0.172194,0.172194,0,0,0,0,0,
8.2208e+07,2.6068,0,464.418,0,0,-0.0781656,-6.42303e+06,-0.00100978,-82962.3,0,0.00242306,91.1638,0,334.407,0.173303,0.173303,0,0,0,0,0,
9.2208e+07,2.9239,0,464.553,0,0,-0.0781742,-7.20477e+06,-0.00100993,-93061.6,0,0.00213663,93.5033,0,330.873,0.174221,0.174221,0,0,0,0,0,
9.3312e+07,2.9589,0,464.568,0,0,-0.0781752,-7.29108e+06,-0.00100994,-94176.6,0,0.00210542,95.3066,0,330.495,0.174316,0.174316,0,0,0,0,0,
1.03312e+08,3.276,0,464.697,0,0,-0.0781835,-8.07291e+06,-0.00101008,-104277,0,0.00184952,97.562,0,327.78,0.175057,0.175057,0,0,0,0,0,
1.13312e+08,3.5931,0,464.821,0,0,-0.0781914,-8.85483e+06,-0.00101021,-114380,0,0.00161656,99.3196,0,325.594,0.175709,0.175709,0,0,0,0,0,
1.23312e+08,3.9102,0,464.939,0,0,-0.0781991,-9.63682e+06,-0.00101034,-124483,0,0.00140329,101.613,0,323.805,0.176288,0.176288,0,0,0,0,0,
1.24e+08,3.93201,0,464.947,0,0,-0.0781996,-9.69062e+06,-0.00101035,-125178,0,0.00138873,103.432,0,323.684,0.176328,0.176328,0,0,0,0,0,
1.34e+08,4.24911,0,465.059,0,0,-0.078207,-1.04727e+07,-0.00101047,-135283,0,0.0011936,105.789,0,322.217,0.176843,0.176843,0,0,0,0,0,
