time(s),time(year),Sn,Temperature(K),FlowCO2(mole/s),MassCO2(mole),FlowH2O(mole/s),MassH2O(mole),HeatProductionRate(MW),Energy(MJ),InjectionCO2(mole),OverPressure(MPa),CPUtime,Sn_inj,T_inj,OPw_inj,OPnw_inj,S_CO2,FlowCO2_inj,MassCO2_inj,FlowH2O_inj,MassH2O_inj
10,3.17098e-07,0,463.843,0,0,0.462503,4.62503,0.00550024,0.0550024,0,0.00234672,1.69553,0,482.384,0.106968,0.106968,0,0,0,0,0,
25,7.92745e-07,0,463.849,0,0,0.486648,11.9247,0.00578762,0.141817,0,0.0027172,3.5569,0,468.738,0.110135,0.110135,0,0,0,0,0,
47.5,1.50622e-06,0,463.859,0,0,0.512114,23.4473,0.00609087,0.278861,0,0.00310941,5.46607,0,451.506,0.113699,0.113699,0,0,0,0,0,
60,1.90259e-06,0,463.865,0,0,0.524195,29.9997,0.0062348,0.356796,0,0.00329637,7.33878,0,442.852,0.115555,0.115555,0,0,0,0,0,
93.75,2.97279e-06,0,463.881,0,0,0.549156,48.5337,0.00653233,0.577263,0,0.00368683,9.22709,0,424.054,0.119234,0.119234,0,0,0,0,0,
144.375,4.5781e-06,0,463.905,0,0,0.577704,77.78,0.00687299,0.925208,0,0.00413812,11.2137,0,403.131,0.12373,0.12373,0,0,0,0,0,
220.312,6.98606e-06,0,463.943,0,0,0.609921,124.096,0.00725799,1.47636,0,0.00465102,13.2137,0,381.933,0.129009,0.129009,0,0,0,0,0,
334.219,1.0598e-05,0,463.999,0,0,0.645574,197.631,0.00768499,2.35173,0,0.00521987,15.2124,0,362.755,0.134896,0.134896,0,0,0,0,0,
505.078,1.60159e-05,0,464.08,0,0,0.684271,314.545,0.00814986,3.74421,0,0.00583551,17.2754,0,347.581,0.140916,0.140916,0,0,0,0,0,
600,1.90259e-05,0,464.125,0,0,0.702561,381.233,0.00837006,4.53871,0,0.00612557,19.2468,0,341.814,0.143629,0.143629,0,0,0,0,0,
856.289,2.71527e-05,0,464.237,0,0,0.739197,570.682,0.0088128,6.79734,0,0.00670225,21.3279,0,334.74,0.148081,0.148081,0,0,0,0,0,
1240.72,3.93431e-05,0,464.386,0,0,0.779178,870.224,0.00929825,10.3719,0,0.00732559,23.38,0,331.045,0.151715,0.151715,0,0,0,0,0,
1800,5.70776e-05,0,464.567,0,0,0.821039,1329.41,0.00980904,15.8579,0,0.00797218,25.5502,0,329.882,0.154189,0.154189,0,0,0,0,0,
2638.92,8.36795e-05,0,464.774,0,0,0.865377,2055.39,0.0103523,24.5426,0,0.0086527,27.6598,0,329.982,0.155649,0.155649,0,0,0,0,0,
3600,0.000114155,0,464.945,0,0,0.902974,2923.23,0.0108137,34.9355,0,0.00922974,29.8502,0,330.335,0.156336,0.156336,0,0,0,0,0,
5041.63,0.000159869,0,465.106,0,0,0.944169,4284.36,0.0113186,51.2526,0,0.00986713,32.0084,0,330.699,0.156811,0.156811,0,0,0,0,0,
7204.06,0.000228439,0,465.238,0,0,0.989477,6424.05,0.0118715,76.9241,0,0.0105781,33.7807,0,331.055,0.15728,0.15728,0,0,0,0,0,
