time(s),time(year),Sn,Temperature(K),FlowCO2(mole/s),MassCO2(mole),FlowH2O(mole/s),MassH2O(mole),HeatProductionRate(MW),Energy(MJ),InjectionCO2(mole),OverPressure(MPa),CPUtime,Sn_inj,T_inj,OPw_inj,OPnw_inj,S_CO2,FlowCO2_inj,MassCO2_inj,FlowH2O_inj,MassH2O_inj
10,3.17098e-07,-nan,-nan,0,0,-0.0438273,-0.438273,-0.000566809,-0.00566809,0,-nan,1.606,0,492.517,0.0171144,0.0171144,0,0,0,0,0,
25,7.92745e-07,-nan,-nan,0,0,-0.0369351,-0.992299,-0.000477674,-0.0128332,0,-nan,3.40439,0,492.517,0.0370093,0.0370093,0,0,0,0,0,
47.5,1.50622e-06,-nan,-nan,0,0,-0.0228478,-1.50637,-0.000295486,-0.0194816,0,-nan,5.16476,0,492.517,0.0582203,0.0582203,0,0,0,0,0,
60,1.90259e-06,-nan,-nan,0,0,-0.0143113,-1.68527,-0.000185086,-0.0217952,0,-nan,6.95852,0,492.517,0.0679575,0.0679575,0,0,0,0,0,
93.75,2.97279e-06,-nan,-nan,0,0,0.00941104,-1.36764,0.000121711,-0.0176875,0,-nan,8.6779,0,492.517,0.085286,0.085286,0,0,0,0,0,
144.375,4.5781e-06,-nan,-nan,0,0,0.0412078,0.7185,0.000532931,0.00929218,0,-nan,10.4071,0,492.517,0.101003,0.101003,0,0,0,0,0,
220.312,6.98606e-06,-nan,-nan,0,0,0.0781187,6.65064,0.00101029,0.0860113,0,-nan,12.1571,0,492.516,0.114239,0.114239,0,0,0,0,0,
334.219,1.0598e-05,-nan,-nan,0,0,0.115219,19.7749,0.00149011,0.255744,0,-nan,13.9283,0,492.516,0.124773,0.124773,0,0,0,0,0,
505.078,1.60159e-05,-nan,-nan,0,0,0.147065,44.9023,0.00190196,0.580711,0,-nan,15.6973,0,492.514,0.132838,0.132838,0,0,0,0,0,
600,1.90259e-05,-nan,-nan,0,0,0.15956,60.048,0.00206355,0.776587,0,-nan,17.4505,0,492.514,0.135987,0.135987,0,0,0,0,0,
856.289,2.71527e-05,-nan,-nan,0,0,0.174827,104.854,0.00226101,1.35606,0,-nan,19.2311,0,492.512,0.140662,0.140662,0,0,0,0,0,
1240.72,3.93431e-05,-nan,-nan,0,0,0.181168,174.501,0.002343,2.25679,0,-nan,21.081,0,492.509,0.14454,0.14454,0,0,0,0,0,
1800,5.70776e-05,-nan,-nan,0,0,0.179924,275.129,0.00232693,3.55818,0,-nan,22.9159,0,492.506,0.147657,0.147657,0,0,0,0,0,
2638.92,8.36795e-05,-nan,-nan,0,0,0.174875,421.834,0.00226163,5.4555,0,-nan,24.7908,0,492.5,0.150073,0.150073,0,0,0,0,0,
3600,0.000114155,-nan,-nan,0,0,0.171033,586.212,0.00221194,7.58136,0,-nan,26.6552,0,492.493,0.151526,0.151526,0,0,0,0,0,
5041.63,0.000159869,-nan,-nan,0,0,0.1702,831.576,0.00220117,10.7546,0,-nan,28.5946,0,492.483,0.152576,0.152576,0,0,0,0,0,
7204.06,0.000228439,-nan,-nan,0,0,0.174446,1208.81,0.00225609,15.6333,0,-nan,30.0692,0,492.468,0.153344,0.153344,0,0,0,0,0,
10627.9,0.000337009,-nan,-nan,0,0,0.184095,1839.12,0.00238088,23.7851,0,-nan,31.5527,0,492.445,0.154018,0.154018,0,0,0,0,0,
16049,0.000508912,-nan,-nan,0,0,0.196234,2902.93,0.00253786,37.5431,0,-nan,33.0462,0,492.407,0.154703,0.154703,0,0,0,0,0,
24632.5,0.000781091,-nan,-nan,0,0,0.206292,4673.62,0.00266794,60.4432,0,-nan,34.651,0,492.349,0.155413,0.155413,0,0,0,0,0,
38222.9,0.00121204,-nan,-nan,0,0,0.211632,7549.79,0.002737,97.6402,0,-nan,36.217,0,492.256,0.15608,0.15608,0,0,0,0,0,
43200,0.00136986,-nan,-nan,0,0,0.212684,8608.34,0.00275061,111.33,0,-nan,37.784,0,492.222,0.156272,0.156272,0,0,0,0,0,
64718.2,0.0020522,-nan,-nan,0,0,0.213232,13196.7,0.00275769,170.671,0,-nan,39.3428,0,492.075,0.156665,0.156665,0,0,0,0,0,
86400,0.00273973,-nan,-nan,0,0,0.213057,17816.2,0.00275543,230.413,0,-nan,40.9172,0,491.927,0.156856,0.156856,0,0,0,0,0,
120730,0.00382831,-nan,-nan,0,0,0.212806,25121.7,0.00275218,324.894,0,-nan,42.4447,0,491.694,0.156972,0.156972,0,0,0,0,0,
175085,0.0055519,-nan,-nan,0,0,0.212668,36681.3,0.0027504,474.392,0,-nan,43.9505,0,491.325,0.157033,0.157033,0,0,0,0,0,
261147,0.00828091,-nan,-nan,0,0,0.212623,54980.2,0.00274981,711.048,0,-nan,45.4755,0,490.744,0.157072,0.157072,0,0,0,0,0,
397412,0.0126019,-nan,-nan,0,0,0.212614,83952,0.00274969,1085.74,0,-nan,47.0147,0,489.829,0.157117,0.157117,0,0,0,0,0,
613165,0.0194433,-nan,-nan,0,0,0.212612,129824,0.00274968,1678.99,0,-nan,48.5604,0,488.394,0.157187,0.157187,0,0,0,0,0,
864000,0.0273973,-nan,-nan,0,0,0.212612,183154,0.00274967,2368.7,0,-nan,50.6476,0,486.744,0.157274,0.157274,0,0,0,0,0,
1.26115e+06,0.039991,-nan,-nan,0,0,0.212611,267594,0.00274967,3460.74,0,-nan,52.1809,0,484.177,0.157404,0.157404,0,0,0,0,0,
1.88998e+06,0.059931,-nan,-nan,0,0,0.212611,401289,0.00274967,5189.81,0,-nan,53.7292,0,480.222,0.157616,0.157616,0,0,0,0,0,
2.592e+06,0.0821918,-nan,-nan,0,0,0.21261,550545,0.00274966,7120.12,0,-nan,55.2698,0,475.94,0.157856,0.157856,0,0,0,0,0,
3.70353e+06,0.117438,-nan,-nan,0,0,0.212609,786866,0.00274966,10176.4,0,-nan,56.8584,0,469.475,0.158238,0.158238,0,0,0,0,0,
5.46344e+06,0.173245,-nan,-nan,0,0,0.212607,1.16104e+06,0.00274965,15015.6,0,-nan,58.8572,0,459.971,0.15885,0.15885,0,0,0,0,0,
7.776e+06,0.246575,-nan,-nan,0,0,0.212605,1.6527e+06,0.00274965,21374.3,0,-nan,60.823,0,448.621,0.159668,0.159668,0,0,0,0,0,
1.12448e+07,0.356571,-nan,-nan,0,0,0.212602,2.39018e+06,0.00274965,30912.4,0,-nan,62.8539,0,433.798,0.160885,0.160885,0,0,0,0,0,
1.5552e+07,0.493151,-nan,-nan,0,0,0.2126,3.30588e+06,0.00274965,42755.6,0,-nan,64.8447,0,418.223,0.162371,0.162371,0,0,0,0,0,
2.20127e+07,0.69802,-nan,-nan,0,0,0.212597,4.67942e+06,0.00274968,60520.6,0,-nan,66.853,0,399.772,0.164436,0.164436,0,0,0,0,0,
3.1104e+07,0.986301,-nan,-nan,0,0,0.212594,6.61216e+06,0.00274973,85519.1,0,-nan,68.87,0,380.707,0.166963,0.166963,0,0,0,0,0,
4.1104e+07,1.3034,-nan,-nan,0,0,0.212592,8.73809e+06,0.00274981,113017,0,-nan,70.9462,0,365.529,0.169291,0.169291,0,0,0,0,0,
5.1104e+07,1.6205,-nan,-nan,0,0,0.212591,1.0864e+07,0.00274989,140516,0,-nan,72.9337,0,354.402,0.171203,0.171203,0,0,0,0,0,
6.1104e+07,1.9376,-nan,-nan,0,0,0.212591,1.29899e+07,0.00274998,168016,0,-nan,74.9008,0,346.134,0.172763,0.172763,0,0,0,0,0,
6.2208e+07,1.9726,-nan,-nan,0,0,0.212591,1.32246e+07,0.00274999,171052,0,-nan,76.4648,0,345.254,0.172936,0.172936,0,0,0,0,0,
7.2208e+07,2.2897,-nan,-nan,0,0,0.212591,1.53505e+07,0.00275009,198553,0,-nan,78.4474,0,339.232,0.1741,0.1741,0,0,0,0,0,
8.2208e+07,2.6068,-nan,-nan,0,0,0.212591,1.74764e+07,0.00275018,226055,0,-nan,80.4769,0,334.612,0.17507,0.17507,0,0,0,0,0,
9.2208e+07,2.9239,-nan,-nan,0,0,0.212591,1.96023e+07,0.00275028,253557,0,-nan,82.4183,0,331.012,0.175907,0.175907,0,0,0,0,0,
9.3312e+07,2.9589,-nan,-nan,0,0,0.212591,1.9837e+07,0.00275029,256594,0,-nan,83.9974,0,330.627,0.175999,0.175999,0,0,0,0,0,
1.03312e+08,3.276,-nan,-nan,0,0,0.212592,2.1963e+07,0.00275039,284098,0,-nan,86.0095,0,327.856,0.176713,0.176713,0,0,0,0,0,
1.13312e+08,3.5931,-nan,-nan,0,0,0.212593,2.40889e+07,0.00275048,311602,0,-nan,87.9954,0,325.624,0.177342,0.177342,0,0,0,0,0,
1.23312e+08,3.9102,-nan,-nan,0,0,0.212594,2.62148e+07,0.00275058,339108,0,-nan,89.9715,0,323.796,0.1779,0.1779,0,0,0,0,0,
1.24e+08,3.93201,-nan,-nan,0,0,0.212594,2.63611e+07,0.00275058,341001,0,-nan,91.5739,0,323.672,0.177939,0.177939,0,0,0,0,0,
1.34e+08,4.24911,-nan,-nan,0,0,0.212595,2.8487e+07,0.00275068,368507,0,-nan,93.1781,0,322.174,0.178435,0.178435,0,0,0,0,0,
1.44e+08,4.56621,-nan,-nan,0,0,0.212596,3.0613e+07,0.00275077,396015,0,-nan,95.1609,0,320.91,0.178886,0.178886,0,0,0,0,0,
1.54e+08,4.88331,-nan,-nan,0,0,0.212597,3.2739e+07,0.00275086,423524,0,-nan,96.7478,0,319.829,0.179298,0.179298,0,0,0,0,0,
1.56e+08,4.94673,-nan,-nan,0,0,0.212598,3.31642e+07,0.00275088,429025,0,-nan,98.2713,0,319.619,0.179379,0.179379,0,0,0,0,0,
1.66e+08,5.26383,-nan,-nan,0,0,0.212599,3.52902e+07,0.00275097,456535,0,-nan,99.8183,0,318.711,0.179752,0.179752,0,0,0,0,0,
1.76e+08,5.58092,-nan,-nan,0,0,0.2126,3.74162e+07,0.00275107,484046,0,-nan,101.404,0,317.914,0.180099,0.180099,0,0,0,0,0,
1.86e+08,5.89802,-nan,-nan,0,0,0.212602,3.95422e+07,0.00275116,511557,0,-nan,103.06,0,317.208,0.180423,0.180423,0,0,0,0,0,
1.96e+08,6.21512,-nan,-nan,0,0,0.212603,4.16682e+07,0.00275125,539070,0,-nan,104.695,0,316.576,0.180726,0.180726,0,0,0,0,0,
2.06e+08,6.53222,-nan,-nan,0,0,0.212604,4.37942e+07,0.00275134,566583,0,-nan,106.278,0,316.008,0.181012,0.181012,0,0,0,0,0,
