time(s),time(year),Sn,Temperature(K),FlowCO2(mole/s),MassCO2(mole),FlowH2O(mole/s),MassH2O(mole),HeatProductionRate(MW),Energy(MJ),InjectionCO2(mole),OverPressure(MPa),CPUtime,Sn_inj,T_inj,OPw_inj,OPnw_inj,S_CO2,FlowCO2_inj,MassCO2_inj,FlowH2O_inj,MassH2O_inj
10,3.17098e-07,-nan,-nan,0,0,-0.0438273,-0.438273,-0.000566809,-0.00566809,0,-nan,1.50415,0,492.517,0.0174075,0.0174075,0,0,0,0,0,
25,7.92745e-07,-nan,-nan,0,0,-0.0369351,-0.992299,-0.000477674,-0.0128332,0,-nan,3.19897,0,492.517,0.0376508,0.0376508,0,0,0,0,0,
47.5,1.50622e-06,-nan,-nan,0,0,-0.0228478,-1.50637,-0.000295486,-0.0194816,0,-nan,4.91718,0,492.517,0.0592332,0.0592332,0,0,0,0,0,
60,1.90259e-06,-nan,-nan,0,0,-0.0143114,-1.68527,-0.000185086,-0.0217952,0,-nan,6.29667,0,492.517,0.0691375,0.0691375,0,0,0,0,0,
95.625,3.03225e-06,-nan,-nan,0,0,0.0106435,-1.30609,0.000137651,-0.0168914,0,-nan,8.05093,0,492.517,0.0873874,0.0873874,0,0,0,0,0,
149.062,4.72674e-06,-nan,-nan,0,0,0.0437145,1.0299,0.00056535,0.0133195,0,-nan,9.81799,0,492.517,0.10359,0.10359,0,0,0,0,0,
229.219,7.26848e-06,-nan,-nan,0,0,0.0814879,7.56167,0.00105387,0.0977934,0,-nan,11.5721,0,492.516,0.116933,0.116933,0,0,0,0,0,
349.453,1.10811e-05,-nan,-nan,0,0,0.118676,21.8306,0.00153481,0.282331,0,-nan,13.3648,0,492.516,0.127328,0.127328,0,0,0,0,0,
529.805,1.68e-05,-nan,-nan,0,0,0.149663,48.8226,0.00193556,0.631412,0,-nan,15.106,0,492.514,0.135137,0.135137,0,0,0,0,0,
600,1.90259e-05,-nan,-nan,0,0,0.158846,59.9728,0.00205432,0.775616,0,-nan,16.452,0,492.514,0.137446,0.137446,0,0,0,0,0,
885.557,2.80808e-05,-nan,-nan,0,0,0.174332,109.754,0.0022546,1.41943,0,-nan,18.2158,0,492.512,0.14233,0.14233,0,0,0,0,0,
1313.89,4.16632e-05,-nan,-nan,0,0,0.179495,186.639,0.00232138,2.41376,0,-nan,19.9896,0,492.509,0.146195,0.146195,0,0,0,0,0,
1800,5.70776e-05,-nan,-nan,0,0,0.177958,273.146,0.0023015,3.53254,0,-nan,21.7889,0,492.506,0.148743,0.148743,0,0,0,0,0,
2529.16,8.01992e-05,-nan,-nan,0,0,0.17331,399.517,0.00224139,5.16687,0,-nan,23.606,0,492.501,0.150797,0.150797,0,0,0,0,0,
3600,0.000114155,-nan,-nan,0,0,0.169262,580.769,0.00218903,7.51097,0,-nan,25.4256,0,492.493,0.152243,0.152243,0,0,0,0,0,
5206.26,0.000165089,-nan,-nan,0,0,0.169145,852.459,0.00218752,11.0247,0,-nan,27.2836,0,492.482,0.153181,0.153181,0,0,0,0,0,
7615.64,0.00024149,-nan,-nan,0,0,0.174736,1273.47,0.00225983,16.4695,0,-nan,29.1397,0,492.465,0.153821,0.153821,0,0,0,0,0,
11229.7,0.000356092,-nan,-nan,0,0,0.185098,1942.42,0.00239384,25.121,0,-nan,30.6352,0,492.441,0.154366,0.154366,0,0,0,0,0,
16952,0.000537545,-nan,-nan,0,0,0.197237,3071.07,0.00255084,39.7176,0,-nan,32.1514,0,492.401,0.154938,0.154938,0,0,0,0,0,
26012.3,0.000824844,-nan,-nan,0,0,0.20675,4944.28,0.00267386,63.9436,0,-nan,33.6572,0,492.339,0.155529,0.155529,0,0,0,0,0,
40357.7,0.00127974,-nan,-nan,0,0,0.211555,7979.13,0.002736,103.193,0,-nan,35.2384,0,492.241,0.156067,0.156067,0,0,0,0,0,
43200,0.00136986,-nan,-nan,0,0,0.212203,8582.26,0.00274438,110.993,0,-nan,36.7319,0,492.222,0.156158,0.156158,0,0,0,0,0,
65913.6,0.00209011,-nan,-nan,0,0,0.212929,13418.7,0.00275378,173.541,0,-nan,38.3348,0,492.067,0.156487,0.156487,0,0,0,0,0,
86400,0.00273973,-nan,-nan,0,0,0.212859,17779.4,0.00275287,229.938,0,-nan,39.8678,0,491.927,0.156631,0.156631,0,0,0,0,0,
122363,0.00388011,-nan,-nan,0,0,0.212671,25427.7,0.00275044,328.852,0,-nan,41.5217,0,491.683,0.156726,0.156726,0,0,0,0,0,
179305,0.00568573,-nan,-nan,0,0,0.212567,37531.7,0.00274909,485.391,0,-nan,43.1469,0,491.296,0.156775,0.156775,0,0,0,0,0,
269463,0.00854462,-nan,-nan,0,0,0.212535,56693.4,0.00274867,733.205,0,-nan,44.7349,0,490.687,0.15681,0.15681,0,0,0,0,0,
412213,0.0130712,-nan,-nan,0,0,0.212528,87031.8,0.00274859,1125.57,0,-nan,46.3183,0,489.729,0.156853,0.156853,0,0,0,0,0,
638234,0.0202383,-nan,-nan,0,0,0.212527,135067,0.00274858,1746.8,0,-nan,47.9102,0,488.226,0.156924,0.156924,0,0,0,0,0,
864000,0.0273973,-nan,-nan,0,0,0.212527,183049,0.00274857,2367.34,0,-nan,49.4512,0,486.74,0.156999,0.156999,0,0,0,0,0,
1.22187e+06,0.0387451,-nan,-nan,0,0,0.212526,259105,0.00274857,3350.96,0,-nan,50.9954,0,484.422,0.15711,0.15711,0,0,0,0,0,
1.78849e+06,0.0567126,-nan,-nan,0,0,0.212526,379526,0.00274857,4908.35,0,-nan,52.5597,0,480.84,0.157293,0.157293,0,0,0,0,0,
2.592e+06,0.0821918,-nan,-nan,0,0,0.212525,550293,0.00274856,7116.85,0,-nan,54.2111,0,475.935,0.157556,0.157556,0,0,0,0,0,
3.86423e+06,0.122534,-nan,-nan,0,0,0.212523,820670,0.00274855,10613.6,0,-nan,55.8154,0,468.58,0.157977,0.157977,0,0,0,0,0,
5.87859e+06,0.186409,-nan,-nan,0,0,0.212521,1.24876e+06,0.00274854,16150.2,0,-nan,57.4501,0,457.876,0.158658,0.158658,0,0,0,0,0,
time(s),time(year),Sn,Temperature(K),FlowCO2(mole/s),MassCO2(mole),FlowH2O(mole/s),MassH2O(mole),HeatProductionRate(MW),Energy(MJ),InjectionCO2(mole),OverPressure(MPa),CPUtime,Sn_inj,T_inj,OPw_inj,OPnw_inj,S_CO2,FlowCO2_inj,MassCO2_inj,FlowH2O_inj,MassH2O_inj
10,3.17098e-07,-nan,-nan,0,0,-0.0438273,-0.438273,-0.000566809,-0.00566809,0,-nan,1.47682,0,492.517,0.0174075,0.0174075,0,0,0,0,0,
25,7.92745e-07,-nan,-nan,0,0,-0.0369351,-0.992299,-0.000477674,-0.0128332,0,-nan,3.13156,0,492.517,0.0376508,0.0376508,0,0,0,0,0,
47.5,1.50622e-06,-nan,-nan,0,0,-0.0228478,-1.50637,-0.000295486,-0.0194816,0,-nan,4.79327,0,492.517,0.0592332,0.0592332,0,0,0,0,0,
60,1.90259e-06,-nan,-nan,0,0,-0.0143114,-1.68527,-0.000185086,-0.0217952,0,-nan,6.17407,0,492.517,0.0691375,0.0691375,0,0,0,0,0,
95.625,3.03225e-06,-nan,-nan,0,0,0.0106435,-1.30609,0.000137651,-0.0168914,0,-nan,7.85424,0,492.517,0.0873874,0.0873874,0,0,0,0,0,
149.062,4.72674e-06,-nan,-nan,0,0,0.0437145,1.0299,0.00056535,0.0133195,0,-nan,9.54974,0,492.517,0.10359,0.10359,0,0,0,0,0,
229.219,7.26848e-06,-nan,-nan,0,0,0.0814879,7.56167,0.00105387,0.0977934,0,-nan,11.2565,0,492.516,0.116933,0.116933,0,0,0,0,0,
349.453,1.10811e-05,-nan,-nan,0,0,0.118676,21.8306,0.00153481,0.282331,0,-nan,12.97,0,492.516,0.127328,0.127328,0,0,0,0,0,
529.805,1.68e-05,-nan,-nan,0,0,0.149663,48.8226,0.00193556,0.631412,0,-nan,14.6898,0,492.514,0.135137,0.135137,0,0,0,0,0,
600,1.90259e-05,-nan,-nan,0,0,0.158846,59.9728,0.00205432,0.775616,0,-nan,16.0364,0,492.514,0.137446,0.137446,0,0,0,0,0,
885.557,2.80808e-05,-nan,-nan,0,0,0.174332,109.754,0.0022546,1.41943,0,-nan,17.7735,0,492.512,0.14233,0.14233,0,0,0,0,0,
1313.89,4.16632e-05,-nan,-nan,0,0,0.179495,186.639,0.00232138,2.41376,0,-nan,19.5573,0,492.509,0.146195,0.146195,0,0,0,0,0,
1800,5.70776e-05,-nan,-nan,0,0,0.177958,273.146,0.0023015,3.53254,0,-nan,21.3556,0,492.506,0.148743,0.148743,0,0,0,0,0,
2529.16,8.01992e-05,-nan,-nan,0,0,0.17331,399.517,0.00224139,5.16687,0,-nan,23.2176,0,492.501,0.150797,0.150797,0,0,0,0,0,
3600,0.000114155,-nan,-nan,0,0,0.169262,580.769,0.00218903,7.51097,0,-nan,25.0713,0,492.493,0.152243,0.152243,0,0,0,0,0,
5206.26,0.000165089,-nan,-nan,0,0,0.169145,852.459,0.00218752,11.0247,0,-nan,26.9913,0,492.482,0.153181,0.153181,0,0,0,0,0,
7615.64,0.00024149,-nan,-nan,0,0,0.174736,1273.47,0.00225983,16.4695,0,-nan,28.8763,0,492.465,0.153821,0.153821,0,0,0,0,0,
