time(s),time(year),Sn,Temperature(K),FlowCO2(mole/s),MassCO2(mole),FlowH2O(mole/s),MassH2O(mole),HeatProductionRate(MW),Energy(MJ),InjectionCO2(mole),OverPressure(MPa),CPUtime,Sn_inj,T_inj,OPw_inj,OPnw_inj,S_CO2,FlowCO2_inj,MassCO2_inj,FlowH2O_inj,MassH2O_inj
time(s),time(year),Sn,Temperature(K),FlowCO2(mole/s),MassCO2(mole),FlowH2O(mole/s),MassH2O(mole),HeatProductionRate(MW),Energy(MJ),InjectionCO2(mole),OverPressure(MPa),CPUtime,Sn_inj,T_inj,OPw_inj,OPnw_inj,S_CO2,FlowCO2_inj,MassCO2_inj,FlowH2O_inj,MassH2O_inj
10,3.17098e-07,0,463.826,0,0,0.450461,4.50461,0.00535649,0.0535649,0,0.00210937,1.5128,0,482.792,0.110464,0.110464,0,0,0,0,0,
25,7.92745e-07,0,463.833,0,0,0.479239,11.6932,0.00569892,0.139049,0,0.00254631,3.21211,0,469.722,0.114035,0.114035,0,0,0,0,0,
47.5,1.50622e-06,0,463.843,0,0,0.509969,23.1675,0.00606474,0.275505,0,0.00301527,4.92152,0,453.223,0.117878,0.117878,0,0,0,0,0,
60,1.90259e-06,0,463.849,0,0,0.524582,29.7248,0.00623876,0.35349,0,0.00323935,6.24688,0,444.927,0.119825,0.119825,0,0,0,0,0,
95.625,3.03225e-06,0,463.866,0,0,0.555992,49.532,0.00661303,0.589079,0,0.0037259,7.99135,0,426.018,0.123733,0.123733,0,0,0,0,0,
149.062,4.72674e-06,0,463.892,0,0,0.591299,81.1295,0.00703416,0.964967,0,0.00427769,9.7535,0,405.055,0.128287,0.128287,0,0,0,0,0,
229.219,7.26848e-06,0,463.934,0,0,0.630458,131.665,0.00750196,1.5663,0,0.00489264,11.5347,0,383.838,0.133402,0.133402,0,0,0,0,0,
349.453,1.10811e-05,0,463.996,0,0,0.673104,212.595,0.00801259,2.52969,0,0.00556225,13.3426,0,364.603,0.138919,0.138919,0,0,0,0,0,
529.805,1.68e-05,0,464.088,0,0,0.718649,342.204,0.00855975,4.07345,0,0.00627392,15.2259,0,349.326,0.144458,0.144458,0,0,0,0,0,
600,1.90259e-05,0,464.123,0,0,0.734256,393.746,0.00874759,4.68749,0,0.00651704,16.6495,0,344.835,0.146322,0.146322,0,0,0,0,0,
885.557,2.80808e-05,0,464.256,0,0,0.779399,616.308,0.00929324,7.34124,0,0.00721408,18.5202,0,336.771,0.150771,0.150771,0,0,0,0,0,
1313.89,4.16632e-05,0,464.426,0,0,0.826363,970.268,0.00986386,11.5663,0,0.00793163,20.3872,0,332.709,0.154353,0.154353,0,0,0,0,0,
1800,5.70776e-05,0,464.582,0,0,0.865145,1390.82,0.010337,16.5912,0,0.00851975,22.2579,0,331.522,0.156477,0.156477,0,0,0,0,0,
2529.16,8.01992e-05,0,464.746,0,0,0.906502,2051.81,0.0108423,24.497,0,0.0091459,24.1338,0,331.544,0.157888,0.157888,0,0,0,0,0,
3600,0.000114155,0,464.887,0,0,0.949147,3068.19,0.0113625,36.6644,0,0.00979646,26.0368,0,331.978,0.158687,0.158687,0,0,0,0,0,
5206.26,0.000165089,0,464.99,0,0,0.993328,4663.73,0.0118992,55.7776,0,0.01048,27.9961,0,332.391,0.159153,0.159153,0,0,0,0,0,
7615.64,0.00024149,0,465.059,0,0,1.0385,7165.87,0.0124457,85.764,0,0.011188,29.5441,0,332.723,0.159518,0.159518,0,0,0,0,0,
11430.5,0.000362459,0,465.109,0,0,1.08612,11309.3,0.0130205,135.435,0,0.0119406,31.1382,0,333.066,0.159929,0.159929,0,0,0,0,0,
17470.7,0.000553992,0,465.15,0,0,1.13492,18164.4,0.0136091,217.637,0,0.012714,32.756,0,333.469,0.160418,0.160418,0,0,0,0,0,
27034.3,0.000857253,0,465.188,0,0,1.18198,29468.4,0.0141767,353.218,0,0.0134602,34.3745,0,333.913,0.160948,0.160948,0,0,0,0,0,
42176.8,0.00133742,0,465.22,0,0,1.22225,47976.2,0.0146627,575.247,0,0.0140988,36.0358,0,334.325,0.161431,0.161431,0,0,0,0,0,
43200,0.00136986,0,465.222,0,0,1.22483,49229.5,0.0146938,590.282,0,0.0141396,37.5547,0,334.352,0.161462,0.161462,0,0,0,0,0,
67175.5,0.00213012,0,465.244,0,0,1.25188,79244,0.0150204,950.404,0,0.0145684,39.1687,0,334.636,0.1618,0.1618,0,0,0,0,0,
86400,0.00273973,0,465.253,0,0,1.2629,103523,0.0151535,1241.72,0,0.0147429,40.7805,0,334.75,0.16194,0.16194,0,0,0,0,0,
124361,0.00394347,0,465.26,0,0,1.27032,151745,0.0152432,1820.37,0,0.0148602,42.3605,0,334.812,0.162042,0.162042,0,0,0,0,0,
184466,0.00584939,0,465.264,0,0,1.27298,228258,0.0152755,2738.51,0,0.0149018,43.9414,0,334.809,0.16209,0.16209,0,0,0,0,0,
279633,0.00886711,0,465.268,0,0,1.27316,349421,0.0152781,4192.48,0,0.0149039,45.5436,0,334.758,0.162116,0.162116,0,0,0,0,0,
430314,0.0136452,0,465.273,0,0,1.27226,541126,0.0152678,6493.04,0,0.0148882,47.182,0,334.664,0.162143,0.162143,0,0,0,0,0,
668891,0.0212104,0,465.281,0,0,1.2706,844263,0.0152486,10131,0,0.0148598,48.7876,0,334.514,0.162181,0.162181,0,0,0,0,0,
864000,0.0273973,0,465.287,0,0,1.26924,1.0919e+06,0.0152329,13103.1,0,0.0148365,50.3616,0,334.391,0.162213,0.162213,0,0,0,0,0,
1.24175e+06,0.0393756,0,465.3,0,0,1.26664,1.57037e+06,0.0152028,18845.9,0,0.0147919,51.9663,0,334.156,0.162273,0.162273,0,0,0,0,0,
1.83985e+06,0.0583412,0,465.318,0,0,1.2626,2.32553e+06,0.0151561,27910.8,0,0.0147227,53.5941,0,333.791,0.162366,0.162366,0,0,0,0,0,
2.592e+06,0.0821918,0,465.341,0,0,1.25763,3.27146e+06,0.0150987,39267.3,0,0.0146379,55.2435,0,333.342,0.162479,0.162479,0,0,0,0,0,
3.78291e+06,0.119955,0,465.375,0,0,1.25007,4.76018e+06,0.0150111,57144,0,0.0145087,56.916,0,332.655,0.162653,0.162653,0,0,0,0,0,
5.66851e+06,0.179747,0,465.425,0,0,1.23876,7.09599e+06,0.01488,85201.8,0,0.0143157,58.5428,0,331.624,0.162912,0.162912,0,0,0,0,0,
7.776e+06,0.246575,0,465.476,0,0,1.22687,9.6816e+06,0.0147419,116270,0,0.014113,60.1719,0,330.539,0.163184,0.163184,0,0,0,0,0,
1.11129e+07,0.352387,0,465.549,0,0,1.20964,1.3718e+07,0.0145415,164793,0,0.0138199,62.2534,0,328.972,0.163577,0.163577,0,0,0,0,0,
1.5552e+07,0.493151,0,465.634,0,0,1.18906,1.89964e+07,0.0143018,228281,0,0.0134705,64.3295,0,327.121,0.164045,0.164045,0,0,0,0,0,
2.22107e+07,0.704297,0,465.741,0,0,1.16232,2.6736e+07,0.0139896,321433,0,0.0130173,66.4032,0,324.779,0.164653,0.164653,0,0,0,0,0,
3.1104e+07,0.986301,0,465.86,0,0,1.13203,3.68035e+07,0.0136352,442695,0,0.0125049,68.4692,0,322.244,0.165341,0.165341,0,0,0,0,0,
4.1104e+07,1.3034,0,465.973,0,0,1.10305,4.7834e+07,0.0132956,575651,0,0.0120151,70.5588,0,319.958,0.165999,0.165999,0,0,0,0,0,
5.1104e+07,1.6205,0,466.071,0,0,1.07794,5.86134e+07,0.0130008,705660,0,0.0115908,72.6133,0,318.1,0.166569,0.166569,0,0,0,0,0,
6.1104e+07,1.9376,0,466.158,0,0,1.05586,6.9172e+07,0.0127415,833075,0,0.011218,74.6587,0,316.575,0.167071,0.167071,0,0,0,0,0,
6.2208e+07,1.9726,0,466.167,0,0,1.05345,7.0335e+07,0.0127133,847110,0,0.0111773,76.2846,0,316.408,0.167126,0.167126,0,0,0,0,0,
7.2208e+07,2.2897,0,466.245,0,0,1.03408,8.06758e+07,0.0124856,971966,0,0.01085,78.3315,0,315.173,0.167567,0.167567,0,0,0,0,0,
8.2208e+07,2.6068,0,466.317,0,0,1.01666,9.08424e+07,0.0122807,1.09477e+06,0,0.0105555,80.3742,0,314.134,0.167965,0.167965,0,0,0,0,0,
9.2208e+07,2.9239,0,466.383,0,0,1.00084,1.00851e+08,0.0120947,1.21572e+06,0,0.0102881,82.4292,0,313.252,0.168325,0.168325,0,0,0,0,0,
9.3312e+07,2.9589,0,466.39,0,0,0.999114,1.01954e+08,0.0120744,1.22905e+06,0,0.0102588,83.9854,0,313.156,0.168365,0.168365,0,0,0,0,0,
1.03312e+08,3.276,0,466.452,0,0,0.984815,1.11802e+08,0.0119061,1.34811e+06,0,0.0100168,86.0161,0,312.413,0.168691,0.168691,0,0,0,0,0,
1.13312e+08,3.5931,0,466.51,0,0,0.971665,1.21519e+08,0.0117514,1.46563e+06,0,0.0097941,88.0781,0,311.771,0.168992,0.168992,0,0,0,0,0,
1.23312e+08,3.9102,0,466.564,0,0,0.959504,1.31114e+08,0.0116083,1.58171e+06,0,0.009588,89.6897,0,311.211,0.16927,0.16927,0,0,0,0,0,
1.24e+08,3.93201,0,466.568,0,0,0.958673,1.31773e+08,0.0115985,1.58969e+06,0,0.00957392,91.3229,0,311.173,0.169289,0.169289,0,0,0,0,0,
1.34e+08,4.24911,0,466.62,0,0,0.947442,1.41248e+08,0.0114663,1.70435e+06,0,0.00938341,92.9634,0,310.686,0.169545,0.169545,0,0,0,0,0,
1.44e+08,4.56621,0,466.669,0,0,0.93697,1.50617e+08,0.0113431,1.81778e+06,0,0.00920564,94.6297,0,310.256,0.169785,0.169785,0,0,0,0,0,
1.54e+08,4.88331,0,466.716,0,0,0.927166,1.59889e+08,0.0112277,1.93006e+06,0,0.0090391,96.2539,0,309.874,0.170009,0.170009,0,0,0,0,0,
1.56e+08,4.94673,0,466.725,0,0,0.925231,1.61739e+08,0.0112049,1.95247e+06,0,0.00900622,97.8618,0,309.799,0.170053,0.170053,0,0,0,0,0,
1.66e+08,5.26383,0,466.77,0,0,0.916151,1.70901e+08,0.0110981,2.06345e+06,0,0.00885182,99.5338,0,309.465,0.170261,0.170261,0,0,0,0,0,
1.76e+08,5.58092,0,466.813,0,0,0.907595,1.79977e+08,0.0109974,2.17342e+06,0,0.00870623,101.184,0,309.165,0.170457,0.170457,0,0,0,0,0,
1.86e+08,5.89802,0,466.854,0,0,0.899517,1.88972e+08,0.0109023,2.28245e+06,0,0.00856864,102.832,0,308.894,0.170642,0.170642,0,0,0,0,0,
1.96e+08,6.21512,0,466.894,0,0,0.891872,1.97891e+08,0.0108123,2.39057e+06,0,0.00843833,104.46,0,308.648,0.170816,0.170816,0,0,0,0,0,
2.06e+08,6.53222,0,466.932,0,0,0.884616,2.06737e+08,0.0107269,2.49784e+06,0,0.00831456,106.099,0,308.424,0.170982,0.170982,0,0,0,0,0,
2.16e+08,6.84932,0,466.969,0,0,0.877718,2.15514e+08,0.0106457,2.6043e+06,0,0.0081968,107.715,0,308.219,0.17114,0.17114,0,0,0,0,0,
2.26e+08,7.16641,0,467.005,0,0,0.871147,2.24226e+08,0.0105684,2.70998e+06,0,0.00808455,109.354,0,308.031,0.171291,0.171291,0,0,0,0,0,
2.36e+08,7.48351,0,467.04,0,0,0.864876,2.32874e+08,0.0104946,2.81493e+06,0,0.00797733,110.992,0,307.858,0.171434,0.171434,0,0,0,0,0,
